APN,RSO Year,Address,City,Zip,RSO Units,Prior Council District,Council District,Land Use Code,Unit Range
2012004025,2022,22137 STRATHERN ST,LOS ANGELES,91304,2,3,3,200,2 units
2012004028,2022,22119 STRATHERN ST,LOS ANGELES,91304,2,3,3,200,2 units
2012005016,2023,8035 FARRALONE AVE,LOS ANGELES,91304,2,3,3,200,2 units
2012007005,2021,22232 BURTON ST,LOS ANGELES,91304,2,3,3,200,2 units
2012008001,2024,22200 ROSCOE BLVD,LOS ANGELES,91304,2,3,3,200,2 units
2012009018,2021,7951 NITA AVE,LOS ANGELES,91304,2,3,3,200,2 units
2012010012,2023,7844 FARRALONE AVE,LOS ANGELES,91304,1,3,3,200,1 unit
2012011016,2021,22122 HEMMINGWAY ST,LOS ANGELES,91304,2,3,3,200,2 units
2012011022,2022,22109 ELKWOOD ST,LOS ANGELES,91304,2,3,3,200,2 units
2012011037,2024,7909 GLADE AVE,LOS ANGELES,91304,1,3,3,200,1 unit
2012013027,2019,7909 TOPANGA CANYON BLVD,LOS ANGELES,91304,75,3,3,501,50-99 units
2012013028,2019,7851 TOPANGA CANYON BLVD,LOS ANGELES,91304,20,3,3,500,11-49 units
2012014012,2023,7910 GLADE AVE,LOS ANGELES,91304,2,3,3,200,2 units
2012015003,2023,22116 ELKWOOD ST,LOS ANGELES,91304,2,3,3,200,2 units
2012015010,2023,22158 ELKWOOD ST,LOS ANGELES,91304,1,3,3,200,1 unit
2012015016,2020,22127 INGOMAR ST,LOS ANGELES,91304,2,3,3,200,2 units
2012016013,2021,7844 RUDNICK AVE,LOS ANGELES,91304,1,3,3,200,1 unit
2012019004,2022,7732 SHOUP AVE,LOS ANGELES,91304,2,3,3,200,2 units
2012023006,2024,22338 ROSCOE BLVD,LOS ANGELES,91304,2,3,3,200,2 units
2012023008,2023,22352 ROSCOE BLVD,LOS ANGELES,91304,2,3,3,200,2 units
2012023009,2024,8246 SHOUP AVE,LOS ANGELES,91304,2,3,3,300,2 units
2012023015,2021,22325 BURTON ST,LOS ANGELES,91304,2,3,3,200,2 units
2012027016,2023,22317 STRATHERN ST,LOS ANGELES,91304,2,3,3,200,2 units
2012028019,2021,7928 RUDNICK AVE,LOS ANGELES,91304,2,3,3,200,2 units
2012029015,2023,7900 MOORCROFT AVE,LOS ANGELES,91304,2,3,3,200,2 units
2012029016,2021,7901 FARRALONE AVE,LOS ANGELES,91304,2,3,3,200,2 units
2012029018,2021,7917 FARRALONE AVE,LOS ANGELES,91304,1,3,3,200,1 unit
2012029027,2023,22230 STRATHERN ST,LOS ANGELES,91304,2,3,3,200,2 units
2012030009,2023,7739 GLADE AVE,LOS ANGELES,91304,2,3,3,200,2 units
2012030023,2021,22157 STAGG ST,LOS ANGELES,91304,2,3,3,200,2 units
2012031007,2021,8216 GLADE AVE,LOS ANGELES,91304,2,3,3,200,2 units
2013006011,2022,22662 BURTON ST,LOS ANGELES,91304,1,12,12,200,1 unit
2013006014,2024,22659 CANTARA ST,LOS ANGELES,91304,2,12,12,200,2 units
2013006019,2023,22629 CANTARA ST,LOS ANGELES,91304,1,12,12,200,1 unit
2013007018,2024,8118 FAUST AVE,LOS ANGELES,91304,1,12,12,200,1 unit
2013008045,2022,7635 PONCE AVE,LOS ANGELES,91304,2,12,12,200,2 units
2013010014,2021,7838 SALE AVE,LOS ANGELES,91304,2,12,12,200,2 units
2013011013,2024,7844 KENTLAND AVE,LOS ANGELES,91304,2,12,12,200,2 units
2013011019,2023,7806 KENTLAND AVE,LOS ANGELES,91304,2,12,12,200,2 units
2013011040,2021,7957 CAPISTRANO AVE,LOS ANGELES,91304,2,12,12,200,2 units
2013012002,2023,7950 CAPISTRANO AVE,LOS ANGELES,91304,2,12,12,200,2 units
2013012004,2022,7938 CAPISTRANO AVE,LOS ANGELES,91304,2,12,12,200,2 units
2013012026,2022,7831 SAUSALITO AVE,LOS ANGELES,91304,2,12,12,200,2 units
2013012028,2021,7845 SAUSALITO AVE,LOS ANGELES,91304,2,12,12,200,2 units
2013015015,2023,7630 CAPISTRANO AVE,LOS ANGELES,91304,1,12,12,200,1 unit
2013015027,2022,7735 SAUSALITO AVE,LOS ANGELES,91304,2,12,12,200,2 units
2013016008,2020,7710 KENTLAND AVE,LOS ANGELES,91304,2,12,12,200,2 units
2013017028,2023,7741 KENTLAND AVE,LOS ANGELES,91304,2,12,12,200,2 units
2013019002,2022,22551 SATICOY ST,LOS ANGELES,91307,1,12,12,200,1 unit
2013019006,2021,22523 SATICOY ST,LOS ANGELES,91307,2,12,12,200,2 units
2013019008,2022,22509 SATICOY ST,LOS ANGELES,91307,2,12,12,200,2 units
2013019012,2022,22443 SATICOY ST,LOS ANGELES,91307,2,12,12,200,2 units
2013020009,2021,8245 SHOUP AVE,LOS ANGELES,91304,2,12,12,200,2 units
2013021009,2021,22400 BURTON ST,LOS ANGELES,91304,2,12,12,200,2 units
2013026004,2021,7942 FALLBROOK AVE,LOS ANGELES,91304,1,12,12,200,1 unit
2013026010,2021,7906 FALLBROOK AVE,LOS ANGELES,91304,1,12,12,200,1 unit
2013026034,2024,7923 MAYNARD AVE,LOS ANGELES,91304,2,12,12,200,2 units
2013026043,2024,7824 FALLBROOK AVE,LOS ANGELES,91304,2,12,12,200,2 units
2013027014,2024,7836 MAYNARD AVE,LOS ANGELES,91304,2,12,12,200,2 units
2013029019,2023,7800 FAUST AVE,LOS ANGELES,91304,1,12,12,200,1 unit
2013030025,2024,22734 BALTAR ST,LOS ANGELES,91304,2,12,12,200,2 units
2013031013,2023,7631 VICKY AVE,LOS ANGELES,91304,2,12,12,200,2 units
