APN,Application Received,Application Year,Council District,Address_left,City,Zip_left,Units Withdrawn,Replacement Unit,Latitude_left,Longitude_left,lat_lon_left,geometry,Address_right,Zip_right,CD#,Year of Covenant,Affordable Units,Total Units,% of Affordable,Rec Year,Entitlement,Zip_right,C of O,Extremely Low (AMI 30%),"Very, Very Low (45%)",Very Low (AMI 50%),Low (AMI 50%-80%),Moderate (AMI 120%),Workforce (AMI 150%),Types of Density Bonus/Discretionary/Specific Plan,source,Cleaned_Address,Latitude_right,Longitude_right,lat_lon_right,index_right,OBJECTID,name
2317017002,1/29/2018,2018,2,7401 N LANKERSHIM BLVD,NORTH HOLLYWOOD ,91605.0,3.0,108.0,34.2049402,-118.3883429,"(34.2049402, -118.3883429)",POINT (372093.6183577656 3785750.97045071),7401 N. Lankershim Blvd.,91605.0,2.0,2018,9.0,108,0.0833333333333333,2018,TOC,91605,2021-04-23 00:00:00,9.0,,,,,,TOC Tier 1,deduplicated_matched,7401 N. Lankershim Blvd.,34.2049402,-118.3883429,"(34.2049402, -118.3883429)",88.0,89.0,Sun Valley
2320025021,11/27/2023,2023,2,11606 W ARCHWOOD ST,LOS ANGELES ,91606.0,3.0,,34.1920241,-118.3847498,"(34.1920241, -118.3847498)",POINT (372405.209751807 3784314.1527282256),11606 W ARCHWOOD ST,,,2023,17.0,17,1.0,2023,ED1,,,0.0,,0.0,17.0,0.0,0.0,,ed1,11606 W ARCHWOOD ST,34.1920241,-118.3847498,"(34.1920241, -118.3847498)",66.0,67.0,North Hollywood
2320025021,11/27/2023,2023,2,11606 W ARCHWOOD ST,LOS ANGELES ,91606.0,3.0,,34.1920241,-118.3847498,"(34.1920241, -118.3847498)",POINT (372405.209751807 3784314.1527282256),6645 N LEMP AVE,,,2024,44.0,45,0.9777777777777776,2024,ED1,,,0.0,,0.0,35.0,9.0,0.0,,ed1,6645 N LEMP AVE,34.1917123,-118.3847852,"(34.1917123, -118.3847852)",66.0,67.0,North Hollywood
2320025021,11/27/2023,2023,2,11606 W ARCHWOOD ST,LOS ANGELES ,91606.0,3.0,,34.1920241,-118.3847498,"(34.1920241, -118.3847498)",POINT (372405.209751807 3784314.1527282256),11608 W ARCHWOOD ST 1-17,,,2024,15.0,16,0.9375,2024,ED1,,,1.0,,1.0,13.0,0.0,0.0,,ed1,11608 W ARCHWOOD ST,34.1920254,-118.3848096,"(34.1920254, -118.3848096)",66.0,67.0,North Hollywood
2322017024,10/10/2023,2023,2,11818 W HAMLIN ST,LOS ANGELES ,91606.0,2.0,,34.1885335,-118.4027575,"(34.1885335, -118.4027575)",POINT (370740.4800729644 3783949.755723727),14402 West Hamlin Street,91401.0,6.0,2013,24.0,25,0.96,2013,DB,91401,2014-06-04 00:00:00,,,24.0,,,,0.35,deduplicated_matched,14402 West Hamlin Street,34.1885298,-118.4030985,"(34.1885298, -118.4030985)",94.0,95.0,Valley Glen
2328033043,4/25/2018,2018,2,7040 N WOODMAN AVE,LOS ANGELES ,91405.0,10.0,,34.2116193,-118.4311424,"(34.2116193, -118.4311424)",POINT (368160.6549266657 3786546.200932178),7700 N. Woodman Ave.,91402.0,6.0,2021,56.0,239,0.2343096234309623,2021,DB,91402,,,,,56.0,,,,deduplicated_matched,7700 N. Woodman Ave.,34.2116193,-118.4311424,"(34.2116193, -118.4311424)",71.0,72.0,Panorama City
2328033043,4/25/2018,2018,2,7040 N WOODMAN AVE,LOS ANGELES ,91405.0,10.0,,34.2116193,-118.4311424,"(34.2116193, -118.4311424)",POINT (368160.6549266657 3786546.200932178),6120 N. Woodman Ave.,91401.0,2.0,2020,1.0,16,0.0625,2020,DB,91401,2023-11-03 00:00:00,,,1.0,,,,,deduplicated_matched,6120 N. Woodman Ave.,34.2116193,-118.4311424,"(34.2116193, -118.4311424)",71.0,72.0,Panorama City
2328033043,4/25/2018,2018,2,7040 N WOODMAN AVE,LOS ANGELES ,91405.0,10.0,,34.2116193,-118.4311424,"(34.2116193, -118.4311424)",POINT (368160.6549266657 3786546.200932178),6948 N. Woodman Ave.,91405.0,2.0,2020,2.0,23,0.0869565217391304,2020,DB,91405,,,,2.0,,,,,deduplicated_matched,6948 N. Woodman Ave.,34.2116193,-118.4311424,"(34.2116193, -118.4311424)",71.0,72.0,Panorama City
2328033043,4/25/2018,2018,2,7040 N WOODMAN AVE,LOS ANGELES ,91405.0,10.0,,34.2116193,-118.4311424,"(34.2116193, -118.4311424)",POINT (368160.6549266657 3786546.200932178),7050 N. Woodman Ave.,91405.0,2.0,2019,1.0,25,0.04,2019,Other/Discretionary,91405,,,,,1.0,,,UDU,deduplicated_matched,7050 N. Woodman Ave.,34.2116193,-118.4311424,"(34.2116193, -118.4311424)",71.0,72.0,Panorama City
2328033043,4/25/2018,2018,2,7040 N WOODMAN AVE,LOS ANGELES ,91405.0,10.0,,34.2116193,-118.4311424,"(34.2116193, -118.4311424)",POINT (368160.6549266657 3786546.200932178),7354 N Woodman Ave,91405.0,2.0,2015,7.0,86,0.0813953488372093,2015,DB,91405,2019-07-24 00:00:00,,,7.0,,,,,deduplicated_matched,7354 N Woodman Ave,34.2116193,-118.4311424,"(34.2116193, -118.4311424)",71.0,72.0,Panorama City
2328033043,4/25/2018,2018,2,7040 N WOODMAN AVE,LOS ANGELES ,91405.0,10.0,,34.2116193,-118.4311424,"(34.2116193, -118.4311424)",POINT (368160.6549266657 3786546.200932178),6844 North Woodman Avenue,91405.0,2.0,2014,1.0,15,0.0666666666666666,2014,DB,91405,2017-02-23 00:00:00,,,1.0,,,,,deduplicated_matched,6844 North Woodman Avenue,34.2116193,-118.4311424,"(34.2116193, -118.4311424)",71.0,72.0,Panorama City
2328033043,4/25/2018,2018,2,7040 N WOODMAN AVE,LOS ANGELES ,91405.0,10.0,,34.2116193,-118.4311424,"(34.2116193, -118.4311424)",POINT (368160.6549266657 3786546.200932178),5100 North Woodman Avenue,91423.0,4.0,2013,4.0,36,0.1111111111111111,2013,DB,91423,2014-12-04 00:00:00,,,,4.0,,,0.2,deduplicated_matched,5100 North Woodman Avenue,34.2116193,-118.4311424,"(34.2116193, -118.4311424)",71.0,72.0,Panorama City
2329002009,10/6/2020,2020,2,6552 N WOODMAN AVE,LOS ANGELES ,91401.0,3.0,,34.2116193,-118.4311424,"(34.2116193, -118.4311424)",POINT (368160.6549266657 3786546.200932178),7700 N. Woodman Ave.,91402.0,6.0,2021,56.0,239,0.2343096234309623,2021,DB,91402,,,,,56.0,,,,deduplicated_matched,7700 N. Woodman Ave.,34.2116193,-118.4311424,"(34.2116193, -118.4311424)",71.0,72.0,Panorama City
2329002009,10/6/2020,2020,2,6552 N WOODMAN AVE,LOS ANGELES ,91401.0,3.0,,34.2116193,-118.4311424,"(34.2116193, -118.4311424)",POINT (368160.6549266657 3786546.200932178),6120 N. Woodman Ave.,91401.0,2.0,2020,1.0,16,0.0625,2020,DB,91401,2023-11-03 00:00:00,,,1.0,,,,,deduplicated_matched,6120 N. Woodman Ave.,34.2116193,-118.4311424,"(34.2116193, -118.4311424)",71.0,72.0,Panorama City
2329002009,10/6/2020,2020,2,6552 N WOODMAN AVE,LOS ANGELES ,91401.0,3.0,,34.2116193,-118.4311424,"(34.2116193, -118.4311424)",POINT (368160.6549266657 3786546.200932178),6948 N. Woodman Ave.,91405.0,2.0,2020,2.0,23,0.0869565217391304,2020,DB,91405,,,,2.0,,,,,deduplicated_matched,6948 N. Woodman Ave.,34.2116193,-118.4311424,"(34.2116193, -118.4311424)",71.0,72.0,Panorama City
2329002009,10/6/2020,2020,2,6552 N WOODMAN AVE,LOS ANGELES ,91401.0,3.0,,34.2116193,-118.4311424,"(34.2116193, -118.4311424)",POINT (368160.6549266657 3786546.200932178),7050 N. Woodman Ave.,91405.0,2.0,2019,1.0,25,0.04,2019,Other/Discretionary,91405,,,,,1.0,,,UDU,deduplicated_matched,7050 N. Woodman Ave.,34.2116193,-118.4311424,"(34.2116193, -118.4311424)",71.0,72.0,Panorama City
2329002009,10/6/2020,2020,2,6552 N WOODMAN AVE,LOS ANGELES ,91401.0,3.0,,34.2116193,-118.4311424,"(34.2116193, -118.4311424)",POINT (368160.6549266657 3786546.200932178),7354 N Woodman Ave,91405.0,2.0,2015,7.0,86,0.0813953488372093,2015,DB,91405,2019-07-24 00:00:00,,,7.0,,,,,deduplicated_matched,7354 N Woodman Ave,34.2116193,-118.4311424,"(34.2116193, -118.4311424)",71.0,72.0,Panorama City
2329002009,10/6/2020,2020,2,6552 N WOODMAN AVE,LOS ANGELES ,91401.0,3.0,,34.2116193,-118.4311424,"(34.2116193, -118.4311424)",POINT (368160.6549266657 3786546.200932178),6844 North Woodman Avenue,91405.0,2.0,2014,1.0,15,0.0666666666666666,2014,DB,91405,2017-02-23 00:00:00,,,1.0,,,,,deduplicated_matched,6844 North Woodman Avenue,34.2116193,-118.4311424,"(34.2116193, -118.4311424)",71.0,72.0,Panorama City
2329002009,10/6/2020,2020,2,6552 N WOODMAN AVE,LOS ANGELES ,91401.0,3.0,,34.2116193,-118.4311424,"(34.2116193, -118.4311424)",POINT (368160.6549266657 3786546.200932178),5100 North Woodman Avenue,91423.0,4.0,2013,4.0,36,0.1111111111111111,2013,DB,91423,2014-12-04 00:00:00,,,,4.0,,,0.2,deduplicated_matched,5100 North Woodman Avenue,34.2116193,-118.4311424,"(34.2116193, -118.4311424)",71.0,72.0,Panorama City
2329002010,10/6/2020,2020,2,6558 N WOODMAN AVE,LOS ANGELES ,91401.0,3.0,,34.2116193,-118.4311424,"(34.2116193, -118.4311424)",POINT (368160.6549266657 3786546.200932178),7700 N. Woodman Ave.,91402.0,6.0,2021,56.0,239,0.2343096234309623,2021,DB,91402,,,,,56.0,,,,deduplicated_matched,7700 N. Woodman Ave.,34.2116193,-118.4311424,"(34.2116193, -118.4311424)",71.0,72.0,Panorama City
2329002010,10/6/2020,2020,2,6558 N WOODMAN AVE,LOS ANGELES ,91401.0,3.0,,34.2116193,-118.4311424,"(34.2116193, -118.4311424)",POINT (368160.6549266657 3786546.200932178),6120 N. Woodman Ave.,91401.0,2.0,2020,1.0,16,0.0625,2020,DB,91401,2023-11-03 00:00:00,,,1.0,,,,,deduplicated_matched,6120 N. Woodman Ave.,34.2116193,-118.4311424,"(34.2116193, -118.4311424)",71.0,72.0,Panorama City
2329002010,10/6/2020,2020,2,6558 N WOODMAN AVE,LOS ANGELES ,91401.0,3.0,,34.2116193,-118.4311424,"(34.2116193, -118.4311424)",POINT (368160.6549266657 3786546.200932178),6948 N. Woodman Ave.,91405.0,2.0,2020,2.0,23,0.0869565217391304,2020,DB,91405,,,,2.0,,,,,deduplicated_matched,6948 N. Woodman Ave.,34.2116193,-118.4311424,"(34.2116193, -118.4311424)",71.0,72.0,Panorama City
2329002010,10/6/2020,2020,2,6558 N WOODMAN AVE,LOS ANGELES ,91401.0,3.0,,34.2116193,-118.4311424,"(34.2116193, -118.4311424)",POINT (368160.6549266657 3786546.200932178),7050 N. Woodman Ave.,91405.0,2.0,2019,1.0,25,0.04,2019,Other/Discretionary,91405,,,,,1.0,,,UDU,deduplicated_matched,7050 N. Woodman Ave.,34.2116193,-118.4311424,"(34.2116193, -118.4311424)",71.0,72.0,Panorama City
2329002010,10/6/2020,2020,2,6558 N WOODMAN AVE,LOS ANGELES ,91401.0,3.0,,34.2116193,-118.4311424,"(34.2116193, -118.4311424)",POINT (368160.6549266657 3786546.200932178),7354 N Woodman Ave,91405.0,2.0,2015,7.0,86,0.0813953488372093,2015,DB,91405,2019-07-24 00:00:00,,,7.0,,,,,deduplicated_matched,7354 N Woodman Ave,34.2116193,-118.4311424,"(34.2116193, -118.4311424)",71.0,72.0,Panorama City
2329002010,10/6/2020,2020,2,6558 N WOODMAN AVE,LOS ANGELES ,91401.0,3.0,,34.2116193,-118.4311424,"(34.2116193, -118.4311424)",POINT (368160.6549266657 3786546.200932178),6844 North Woodman Avenue,91405.0,2.0,2014,1.0,15,0.0666666666666666,2014,DB,91405,2017-02-23 00:00:00,,,1.0,,,,,deduplicated_matched,6844 North Woodman Avenue,34.2116193,-118.4311424,"(34.2116193, -118.4311424)",71.0,72.0,Panorama City
2329002010,10/6/2020,2020,2,6558 N WOODMAN AVE,LOS ANGELES ,91401.0,3.0,,34.2116193,-118.4311424,"(34.2116193, -118.4311424)",POINT (368160.6549266657 3786546.200932178),5100 North Woodman Avenue,91423.0,4.0,2013,4.0,36,0.1111111111111111,2013,DB,91423,2014-12-04 00:00:00,,,,4.0,,,0.2,deduplicated_matched,5100 North Woodman Avenue,34.2116193,-118.4311424,"(34.2116193, -118.4311424)",71.0,72.0,Panorama City
2332021018,7/23/2018,2018,2,12609 W OXNARD ST,LOS ANGELES ,91606.0,3.0,,34.1803252,-118.5058382,"(34.1803252, -118.5058382)",POINT (361227.7009467491 3783175.0076402226),11675 W. Oxnard St.,91606.0,2.0,2021,2.0,9,0.2222222222222222,2021,DB,91606,,,,1.0,1.0,,,,deduplicated_matched,11675 W. Oxnard St.,34.1803252,-118.5058382,"(34.1803252, -118.5058382)",81.0,82.0,Sepulveda Basin
2332021018,7/23/2018,2018,2,12609 W OXNARD ST,LOS ANGELES ,91606.0,3.0,,34.1803252,-118.5058382,"(34.1803252, -118.5058382)",POINT (361227.7009467491 3783175.0076402226),12611 W. Oxnard St.,91606.0,2.0,2019,3.0,11,0.2727272727272727,2019,DB,91606,,,,2.0,1.0,,,,deduplicated_matched,12611 W. Oxnard St.,34.1803252,-118.5058382,"(34.1803252, -118.5058382)",81.0,82.0,Sepulveda Basin
2332021018,7/23/2018,2018,2,12609 W OXNARD ST,LOS ANGELES ,91606.0,3.0,,34.1803252,-118.5058382,"(34.1803252, -118.5058382)",POINT (361227.7009467491 3783175.0076402226),13713 W. Oxnard St.,91401.0,2.0,2019,1.0,16,0.0625,2019,Other/Discretionary,91401,2023-03-09 00:00:00,,,1.0,,,,Zone Change,deduplicated_matched,13713 W. Oxnard St.,34.1803252,-118.5058382,"(34.1803252, -118.5058382)",81.0,82.0,Sepulveda Basin
2332021018,7/23/2018,2018,2,12609 W OXNARD ST,LOS ANGELES ,91606.0,3.0,,34.1803252,-118.5058382,"(34.1803252, -118.5058382)",POINT (361227.7009467491 3783175.0076402226),12405 W Oxnard St,91606.0,2.0,2015,1.0,17,0.0588235294117647,2015,DB,91606,2018-07-27 00:00:00,,,1.0,,,,,deduplicated_matched,12405 W Oxnard St,34.1803252,-118.5058382,"(34.1803252, -118.5058382)",81.0,82.0,Sepulveda Basin
2334014050,6/16/2023,2023,2,11675 W OXNARD ST,LOS ANGELES ,91606.0,2.0,,34.1803252,-118.5058382,"(34.1803252, -118.5058382)",POINT (361227.7009467491 3783175.0076402226),11675 W. Oxnard St.,91606.0,2.0,2021,2.0,9,0.2222222222222222,2021,DB,91606,,,,1.0,1.0,,,,deduplicated_matched,11675 W. Oxnard St.,34.1803252,-118.5058382,"(34.1803252, -118.5058382)",81.0,82.0,Sepulveda Basin
2334014050,6/16/2023,2023,2,11675 W OXNARD ST,LOS ANGELES ,91606.0,2.0,,34.1803252,-118.5058382,"(34.1803252, -118.5058382)",POINT (361227.7009467491 3783175.0076402226),12611 W. Oxnard St.,91606.0,2.0,2019,3.0,11,0.2727272727272727,2019,DB,91606,,,,2.0,1.0,,,,deduplicated_matched,12611 W. Oxnard St.,34.1803252,-118.5058382,"(34.1803252, -118.5058382)",81.0,82.0,Sepulveda Basin
2334014050,6/16/2023,2023,2,11675 W OXNARD ST,LOS ANGELES ,91606.0,2.0,,34.1803252,-118.5058382,"(34.1803252, -118.5058382)",POINT (361227.7009467491 3783175.0076402226),13713 W. Oxnard St.,91401.0,2.0,2019,1.0,16,0.0625,2019,Other/Discretionary,91401,2023-03-09 00:00:00,,,1.0,,,,Zone Change,deduplicated_matched,13713 W. Oxnard St.,34.1803252,-118.5058382,"(34.1803252, -118.5058382)",81.0,82.0,Sepulveda Basin
2334014050,6/16/2023,2023,2,11675 W OXNARD ST,LOS ANGELES ,91606.0,2.0,,34.1803252,-118.5058382,"(34.1803252, -118.5058382)",POINT (361227.7009467491 3783175.0076402226),12405 W Oxnard St,91606.0,2.0,2015,1.0,17,0.0588235294117647,2015,DB,91606,2018-07-27 00:00:00,,,1.0,,,,,deduplicated_matched,12405 W Oxnard St,34.1803252,-118.5058382,"(34.1803252, -118.5058382)",81.0,82.0,Sepulveda Basin
2335032014,4/4/2018,2018,2,11687 W ERWIN ST,NORTH HOLLYWOOD ,91606.0,4.0,,34.1829925,-118.3935511,"(34.1829925, -118.3935511)",POINT (371580.4831948269 3783323.658739581),14811 W. Erwin St.,91411.0,6.0,2022,4.0,33,0.1212121212121212,2022,TOC,91411,,4.0,,,,,,TOC Tier 3 (Project has 1 ADU),deduplicated_matched,14811 W. Erwin St.,34.1829925,-118.3935511,"(34.1829925, -118.3935511)",66.0,67.0,North Hollywood
2335032014,4/4/2018,2018,2,11687 W ERWIN ST,NORTH HOLLYWOOD ,91606.0,4.0,,34.1829925,-118.3935511,"(34.1829925, -118.3935511)",POINT (371580.4831948269 3783323.658739581),14629 W. Erwin St.,91411.0,6.0,2020,3.0,21,0.1428571428571428,2020,TOC,91411,,2.0,,1.0,,,,TOC Tier 3,deduplicated_matched,14629 W. Erwin St.,34.1829925,-118.3935511,"(34.1829925, -118.3935511)",66.0,67.0,North Hollywood
2335032014,4/4/2018,2018,2,11687 W ERWIN ST,NORTH HOLLYWOOD ,91606.0,4.0,,34.1829925,-118.3935511,"(34.1829925, -118.3935511)",POINT (371580.4831948269 3783323.658739581),14558 W. Erwin St.,91411.0,6.0,2019,3.0,27,0.1111111111111111,2019,DB,91411,,,,3.0,,,,,deduplicated_matched,14558 W. Erwin St.,34.1829925,-118.3935511,"(34.1829925, -118.3935511)",66.0,67.0,North Hollywood
2335032014,4/4/2018,2018,2,11687 W ERWIN ST,NORTH HOLLYWOOD ,91606.0,4.0,,34.1829925,-118.3935511,"(34.1829925, -118.3935511)",POINT (371580.4831948269 3783323.658739581),14540 W. Erwin St.,91411.0,6.0,2018,6.0,48,0.125,2018,DB,91411,2022-06-24 00:00:00,,,6.0,,,,,deduplicated_matched,14540 W. Erwin St.,34.1829925,-118.3935511,"(34.1829925, -118.3935511)",66.0,67.0,North Hollywood
2335032014,4/4/2018,2018,2,11687 W ERWIN ST,NORTH HOLLYWOOD ,91606.0,4.0,,34.1829925,-118.3935511,"(34.1829925, -118.3935511)",POINT (371580.4831948269 3783323.658739581),11671 W. Erwin St.,91606.0,2.0,2017,1.0,10,0.1,2017,DB,91606,2021-02-11 00:00:00,,,1.0,,,,,deduplicated_matched,11671 W. Erwin St.,34.1829925,-118.3935511,"(34.1829925, -118.3935511)",66.0,67.0,North Hollywood
2335032015,4/4/2018,2018,2,11683 W ERWIN ST,NORTH HOLLYWOOD ,91606.0,4.0,,34.1829925,-118.3935511,"(34.1829925, -118.3935511)",POINT (371580.4831948269 3783323.658739581),14811 W. Erwin St.,91411.0,6.0,2022,4.0,33,0.1212121212121212,2022,TOC,91411,,4.0,,,,,,TOC Tier 3 (Project has 1 ADU),deduplicated_matched,14811 W. Erwin St.,34.1829925,-118.3935511,"(34.1829925, -118.3935511)",66.0,67.0,North Hollywood
2335032015,4/4/2018,2018,2,11683 W ERWIN ST,NORTH HOLLYWOOD ,91606.0,4.0,,34.1829925,-118.3935511,"(34.1829925, -118.3935511)",POINT (371580.4831948269 3783323.658739581),14629 W. Erwin St.,91411.0,6.0,2020,3.0,21,0.1428571428571428,2020,TOC,91411,,2.0,,1.0,,,,TOC Tier 3,deduplicated_matched,14629 W. Erwin St.,34.1829925,-118.3935511,"(34.1829925, -118.3935511)",66.0,67.0,North Hollywood
2335032015,4/4/2018,2018,2,11683 W ERWIN ST,NORTH HOLLYWOOD ,91606.0,4.0,,34.1829925,-118.3935511,"(34.1829925, -118.3935511)",POINT (371580.4831948269 3783323.658739581),14558 W. Erwin St.,91411.0,6.0,2019,3.0,27,0.1111111111111111,2019,DB,91411,,,,3.0,,,,,deduplicated_matched,14558 W. Erwin St.,34.1829925,-118.3935511,"(34.1829925, -118.3935511)",66.0,67.0,North Hollywood
2335032015,4/4/2018,2018,2,11683 W ERWIN ST,NORTH HOLLYWOOD ,91606.0,4.0,,34.1829925,-118.3935511,"(34.1829925, -118.3935511)",POINT (371580.4831948269 3783323.658739581),14540 W. Erwin St.,91411.0,6.0,2018,6.0,48,0.125,2018,DB,91411,2022-06-24 00:00:00,,,6.0,,,,,deduplicated_matched,14540 W. Erwin St.,34.1829925,-118.3935511,"(34.1829925, -118.3935511)",66.0,67.0,North Hollywood
2335032015,4/4/2018,2018,2,11683 W ERWIN ST,NORTH HOLLYWOOD ,91606.0,4.0,,34.1829925,-118.3935511,"(34.1829925, -118.3935511)",POINT (371580.4831948269 3783323.658739581),11671 W. Erwin St.,91606.0,2.0,2017,1.0,10,0.1,2017,DB,91606,2021-02-11 00:00:00,,,1.0,,,,,deduplicated_matched,11671 W. Erwin St.,34.1829925,-118.3935511,"(34.1829925, -118.3935511)",66.0,67.0,North Hollywood
2335032017,5/3/2017,2017,2,11671 W ERWIN ST,LOS ANGELES ,91606.0,2.0,10.0,34.1829925,-118.3935511,"(34.1829925, -118.3935511)",POINT (371580.4831948269 3783323.658739581),14811 W. Erwin St.,91411.0,6.0,2022,4.0,33,0.1212121212121212,2022,TOC,91411,,4.0,,,,,,TOC Tier 3 (Project has 1 ADU),deduplicated_matched,14811 W. Erwin St.,34.1829925,-118.3935511,"(34.1829925, -118.3935511)",66.0,67.0,North Hollywood
2335032017,5/3/2017,2017,2,11671 W ERWIN ST,LOS ANGELES ,91606.0,2.0,10.0,34.1829925,-118.3935511,"(34.1829925, -118.3935511)",POINT (371580.4831948269 3783323.658739581),14629 W. Erwin St.,91411.0,6.0,2020,3.0,21,0.1428571428571428,2020,TOC,91411,,2.0,,1.0,,,,TOC Tier 3,deduplicated_matched,14629 W. Erwin St.,34.1829925,-118.3935511,"(34.1829925, -118.3935511)",66.0,67.0,North Hollywood
2335032017,5/3/2017,2017,2,11671 W ERWIN ST,LOS ANGELES ,91606.0,2.0,10.0,34.1829925,-118.3935511,"(34.1829925, -118.3935511)",POINT (371580.4831948269 3783323.658739581),14558 W. Erwin St.,91411.0,6.0,2019,3.0,27,0.1111111111111111,2019,DB,91411,,,,3.0,,,,,deduplicated_matched,14558 W. Erwin St.,34.1829925,-118.3935511,"(34.1829925, -118.3935511)",66.0,67.0,North Hollywood
2335032017,5/3/2017,2017,2,11671 W ERWIN ST,LOS ANGELES ,91606.0,2.0,10.0,34.1829925,-118.3935511,"(34.1829925, -118.3935511)",POINT (371580.4831948269 3783323.658739581),14540 W. Erwin St.,91411.0,6.0,2018,6.0,48,0.125,2018,DB,91411,2022-06-24 00:00:00,,,6.0,,,,,deduplicated_matched,14540 W. Erwin St.,34.1829925,-118.3935511,"(34.1829925, -118.3935511)",66.0,67.0,North Hollywood
2335032017,5/3/2017,2017,2,11671 W ERWIN ST,LOS ANGELES ,91606.0,2.0,10.0,34.1829925,-118.3935511,"(34.1829925, -118.3935511)",POINT (371580.4831948269 3783323.658739581),11671 W. Erwin St.,91606.0,2.0,2017,1.0,10,0.1,2017,DB,91606,2021-02-11 00:00:00,,,1.0,,,,,deduplicated_matched,11671 W. Erwin St.,34.1829925,-118.3935511,"(34.1829925, -118.3935511)",66.0,67.0,North Hollywood
2337012003,5/11/2022,2022,2,5912 N TUJUNGA AVE,LOS ANGELES ,91601.0,2.0,6.0,34.2334089,-118.3818787,"(34.2334089, -118.3818787)",POINT (372732.02781870833 3788899.881001621),5755 N. Tujunga Ave.,91601.0,2.0,2020,4.0,34,0.1176470588235294,2020,TOC,91601,2022-09-22 00:00:00,4.0,,,,,,TOC Tier 3,deduplicated_matched,5755 N. Tujunga Ave.,34.2334089,-118.3818787,"(34.2334089, -118.3818787)",88.0,89.0,Sun Valley
2337012003,5/11/2022,2022,2,5912 N TUJUNGA AVE,LOS ANGELES ,91601.0,2.0,6.0,34.2334089,-118.3818787,"(34.2334089, -118.3818787)",POINT (372732.02781870833 3788899.881001621),5553 N. Tujunga Ave.,91601.0,2.0,2019,2.0,30,0.0666666666666666,2019,DB,91601,,,,2.0,,,,,deduplicated_matched,5553 N. Tujunga Ave.,34.2334089,-118.3818787,"(34.2334089, -118.3818787)",88.0,89.0,Sun Valley
2337012003,5/11/2022,2022,2,5912 N TUJUNGA AVE,LOS ANGELES ,91601.0,2.0,6.0,34.2334089,-118.3818787,"(34.2334089, -118.3818787)",POINT (372732.02781870833 3788899.881001621),4824 North Tujunga Avenue,91601.0,2.0,2013,2.0,31,0.064516129032258,2013,DB,91601,2014-09-11 00:00:00,,,2.0,,,,0.1,deduplicated_matched,4824 North Tujunga Avenue,34.2334089,-118.3818787,"(34.2334089, -118.3818787)",88.0,89.0,Sun Valley
2337012003,5/11/2022,2022,2,5912 N TUJUNGA AVE,LOS ANGELES ,91601.0,2.0,6.0,34.2334089,-118.3818787,"(34.2334089, -118.3818787)",POINT (372732.02781870833 3788899.881001621),4639 N TUJUNGA AVE,,,2024,57.0,58,0.9827586206896552,2024,ED1,,,0.0,,0.0,46.0,11.0,0.0,,ed1,4639 N TUJUNGA AVE,34.2334089,-118.3818787,"(34.2334089, -118.3818787)",88.0,89.0,Sun Valley
2337014005,4/18/2016,2016,2,5832 N TUJUNGA AVE,LOS ANGELES ,91601.0,2.0,6.0,34.2334089,-118.3818787,"(34.2334089, -118.3818787)",POINT (372732.02781870833 3788899.881001621),5755 N. Tujunga Ave.,91601.0,2.0,2020,4.0,34,0.1176470588235294,2020,TOC,91601,2022-09-22 00:00:00,4.0,,,,,,TOC Tier 3,deduplicated_matched,5755 N. Tujunga Ave.,34.2334089,-118.3818787,"(34.2334089, -118.3818787)",88.0,89.0,Sun Valley
2337014005,4/18/2016,2016,2,5832 N TUJUNGA AVE,LOS ANGELES ,91601.0,2.0,6.0,34.2334089,-118.3818787,"(34.2334089, -118.3818787)",POINT (372732.02781870833 3788899.881001621),5553 N. Tujunga Ave.,91601.0,2.0,2019,2.0,30,0.0666666666666666,2019,DB,91601,,,,2.0,,,,,deduplicated_matched,5553 N. Tujunga Ave.,34.2334089,-118.3818787,"(34.2334089, -118.3818787)",88.0,89.0,Sun Valley
2337014005,4/18/2016,2016,2,5832 N TUJUNGA AVE,LOS ANGELES ,91601.0,2.0,6.0,34.2334089,-118.3818787,"(34.2334089, -118.3818787)",POINT (372732.02781870833 3788899.881001621),4824 North Tujunga Avenue,91601.0,2.0,2013,2.0,31,0.064516129032258,2013,DB,91601,2014-09-11 00:00:00,,,2.0,,,,0.1,deduplicated_matched,4824 North Tujunga Avenue,34.2334089,-118.3818787,"(34.2334089, -118.3818787)",88.0,89.0,Sun Valley
2337014005,4/18/2016,2016,2,5832 N TUJUNGA AVE,LOS ANGELES ,91601.0,2.0,6.0,34.2334089,-118.3818787,"(34.2334089, -118.3818787)",POINT (372732.02781870833 3788899.881001621),4639 N TUJUNGA AVE,,,2024,57.0,58,0.9827586206896552,2024,ED1,,,0.0,,0.0,46.0,11.0,0.0,,ed1,4639 N TUJUNGA AVE,34.2334089,-118.3818787,"(34.2334089, -118.3818787)",88.0,89.0,Sun Valley
2337031009,5/27/2016,2016,2,5630 N FAIR AVE,NORTH HOLLYWOOD ,91601.0,2.0,,34.1730784,-118.3742362,"(34.1730784, -118.3742362)",POINT (373345.71525022155 3782200.0928580207),5630 N. Fair Ave.,91601.0,2.0,2017,2.0,15,0.1333333333333333,2017,DB,91601,2019-03-06 00:00:00,,,1.0,1.0,,,,deduplicated_matched,5630 N. Fair Ave.,34.1730784,-118.3742362,"(34.1730784, -118.3742362)",66.0,67.0,North Hollywood
