Address,Zip,CD#,Year of Covenant,Affordable Units,Total Units,% of Affordable,Entitlements,Type2,AH Studio Unit #,AH 1BR Unit #,AH 2BR Unit #,AH 3BR Unit #,AH 4BR Unit #,AH 5BR Unit#,AH 6BR Unit#,Latitude,Longitude,Cleaned_Address,geometry,index_right,buffer
1505 S. Magnolia Ave.,90006.0,1,2020,1.0,5.0,20.00%,Unpermitted Dwelling Units (Udu),Market Rate Developments,B,,,,,,,34.0549076,-118.242643,1505 S. Magnolia Ave.,POINT (385315.12050330953 3768940.5467975615),1874,"POLYGON ((385815.12050330953 3768940.5467975615, 385812.71286664566 3768891.5382273966, 385805.51314351114 3768843.0016365536, 385793.5906711756 3768795.4044589344, 385777.06026956515 3768749.205081379, 385756.0811354837 3768704.8484291486, 385730.8553094608 3768662.7616810515, 385701.6257299909 3768623.3501554797, 385668.6738939028 3768586.993406968, 385632.31714539137 3768554.04157088, 385592.90561981936 3768524.8119914103, 385550.81887172256 3768499.586165387, 385506.46221949207 3768478.607031306, 385460.2628419368 3768462.0766296955, 385412.6656643176 3768450.1541573596, 385364.1290734743 3768442.9544342253, 385315.12050330953 3768440.5467975615, 385266.11193314474 3768442.9544342253, 385217.57534230145 3768450.1541573596, 385169.9781646823 3768462.0766296955, 385123.778787127 3768478.607031306, 385079.4221348965 3768499.586165387, 385037.3353867997 3768524.8119914103, 384997.9238612277 3768554.04157088, 384961.56711271626 3768586.993406968, 384928.6152766282 3768623.3501554797, 384899.3856971583 3768662.7616810515, 384874.1598711354 3768704.8484291486, 384853.1807370539 3768749.205081379, 384836.65033544344 3768795.4044589344, 384824.7278631079 3768843.0016365536, 384817.5281399734 3768891.5382273966, 384815.12050330953 3768940.5467975615, 384817.5281399734 3768989.5553677264, 384824.7278631079 3769038.0919585694, 384836.65033544344 3769085.6891361885, 384853.1807370539 3769131.888513744, 384874.1598711354 3769176.2451659744, 384899.3856971583 3769218.3319140715, 384928.6152766282 3769257.743439643, 384961.56711271626 3769294.1001881547, 384997.9238612277 3769327.052024243, 385037.3353867997 3769356.2816037126, 385079.4221348965 3769381.5074297357, 385123.778787127 3769402.486563817, 385169.9781646823 3769419.0169654274, 385217.57534230145 3769430.9394377633, 385266.11193314474 3769438.1391608976, 385315.12050330953 3769440.5467975615, 385364.1290734743 3769438.1391608976, 385412.6656643176 3769430.9394377633, 385460.2628419368 3769419.0169654274, 385506.46221949207 3769402.486563817, 385550.81887172256 3769381.5074297357, 385592.90561981936 3769356.2816037126, 385632.31714539137 3769327.052024243, 385668.6738939028 3769294.1001881547, 385701.6257299909 3769257.743439643, 385730.8553094608 3769218.3319140715, 385756.0811354837 3769176.2451659744, 385777.06026956515 3769131.888513744, 385793.5906711756 3769085.6891361885, 385805.51314351114 3769038.0919585694, 385812.71286664566 3768989.5553677264, 385815.12050330953 3768940.5467975615))"
1505 S. Magnolia Ave.,90006.0,1,2020,1.0,5.0,20.00%,Unpermitted Dwelling Units (Udu),Market Rate Developments,B,,,,,,,34.0549076,-118.242643,1505 S. Magnolia Ave.,POINT (385315.12050330953 3768940.5467975615),2184,"POLYGON ((385815.12050330953 3768940.5467975615, 385812.71286664566 3768891.5382273966, 385805.51314351114 3768843.0016365536, 385793.5906711756 3768795.4044589344, 385777.06026956515 3768749.205081379, 385756.0811354837 3768704.8484291486, 385730.8553094608 3768662.7616810515, 385701.6257299909 3768623.3501554797, 385668.6738939028 3768586.993406968, 385632.31714539137 3768554.04157088, 385592.90561981936 3768524.8119914103, 385550.81887172256 3768499.586165387, 385506.46221949207 3768478.607031306, 385460.2628419368 3768462.0766296955, 385412.6656643176 3768450.1541573596, 385364.1290734743 3768442.9544342253, 385315.12050330953 3768440.5467975615, 385266.11193314474 3768442.9544342253, 385217.57534230145 3768450.1541573596, 385169.9781646823 3768462.0766296955, 385123.778787127 3768478.607031306, 385079.4221348965 3768499.586165387, 385037.3353867997 3768524.8119914103, 384997.9238612277 3768554.04157088, 384961.56711271626 3768586.993406968, 384928.6152766282 3768623.3501554797, 384899.3856971583 3768662.7616810515, 384874.1598711354 3768704.8484291486, 384853.1807370539 3768749.205081379, 384836.65033544344 3768795.4044589344, 384824.7278631079 3768843.0016365536, 384817.5281399734 3768891.5382273966, 384815.12050330953 3768940.5467975615, 384817.5281399734 3768989.5553677264, 384824.7278631079 3769038.0919585694, 384836.65033544344 3769085.6891361885, 384853.1807370539 3769131.888513744, 384874.1598711354 3769176.2451659744, 384899.3856971583 3769218.3319140715, 384928.6152766282 3769257.743439643, 384961.56711271626 3769294.1001881547, 384997.9238612277 3769327.052024243, 385037.3353867997 3769356.2816037126, 385079.4221348965 3769381.5074297357, 385123.778787127 3769402.486563817, 385169.9781646823 3769419.0169654274, 385217.57534230145 3769430.9394377633, 385266.11193314474 3769438.1391608976, 385315.12050330953 3769440.5467975615, 385364.1290734743 3769438.1391608976, 385412.6656643176 3769430.9394377633, 385460.2628419368 3769419.0169654274, 385506.46221949207 3769402.486563817, 385550.81887172256 3769381.5074297357, 385592.90561981936 3769356.2816037126, 385632.31714539137 3769327.052024243, 385668.6738939028 3769294.1001881547, 385701.6257299909 3769257.743439643, 385730.8553094608 3769218.3319140715, 385756.0811354837 3769176.2451659744, 385777.06026956515 3769131.888513744, 385793.5906711756 3769085.6891361885, 385805.51314351114 3769038.0919585694, 385812.71286664566 3768989.5553677264, 385815.12050330953 3768940.5467975615))"
1505 S. Magnolia Ave.,90006.0,1,2020,1.0,5.0,20.00%,Unpermitted Dwelling Units (Udu),Market Rate Developments,B,,,,,,,34.0549076,-118.242643,1505 S. Magnolia Ave.,POINT (385315.12050330953 3768940.5467975615),2186,"POLYGON ((385815.12050330953 3768940.5467975615, 385812.71286664566 3768891.5382273966, 385805.51314351114 3768843.0016365536, 385793.5906711756 3768795.4044589344, 385777.06026956515 3768749.205081379, 385756.0811354837 3768704.8484291486, 385730.8553094608 3768662.7616810515, 385701.6257299909 3768623.3501554797, 385668.6738939028 3768586.993406968, 385632.31714539137 3768554.04157088, 385592.90561981936 3768524.8119914103, 385550.81887172256 3768499.586165387, 385506.46221949207 3768478.607031306, 385460.2628419368 3768462.0766296955, 385412.6656643176 3768450.1541573596, 385364.1290734743 3768442.9544342253, 385315.12050330953 3768440.5467975615, 385266.11193314474 3768442.9544342253, 385217.57534230145 3768450.1541573596, 385169.9781646823 3768462.0766296955, 385123.778787127 3768478.607031306, 385079.4221348965 3768499.586165387, 385037.3353867997 3768524.8119914103, 384997.9238612277 3768554.04157088, 384961.56711271626 3768586.993406968, 384928.6152766282 3768623.3501554797, 384899.3856971583 3768662.7616810515, 384874.1598711354 3768704.8484291486, 384853.1807370539 3768749.205081379, 384836.65033544344 3768795.4044589344, 384824.7278631079 3768843.0016365536, 384817.5281399734 3768891.5382273966, 384815.12050330953 3768940.5467975615, 384817.5281399734 3768989.5553677264, 384824.7278631079 3769038.0919585694, 384836.65033544344 3769085.6891361885, 384853.1807370539 3769131.888513744, 384874.1598711354 3769176.2451659744, 384899.3856971583 3769218.3319140715, 384928.6152766282 3769257.743439643, 384961.56711271626 3769294.1001881547, 384997.9238612277 3769327.052024243, 385037.3353867997 3769356.2816037126, 385079.4221348965 3769381.5074297357, 385123.778787127 3769402.486563817, 385169.9781646823 3769419.0169654274, 385217.57534230145 3769430.9394377633, 385266.11193314474 3769438.1391608976, 385315.12050330953 3769440.5467975615, 385364.1290734743 3769438.1391608976, 385412.6656643176 3769430.9394377633, 385460.2628419368 3769419.0169654274, 385506.46221949207 3769402.486563817, 385550.81887172256 3769381.5074297357, 385592.90561981936 3769356.2816037126, 385632.31714539137 3769327.052024243, 385668.6738939028 3769294.1001881547, 385701.6257299909 3769257.743439643, 385730.8553094608 3769218.3319140715, 385756.0811354837 3769176.2451659744, 385777.06026956515 3769131.888513744, 385793.5906711756 3769085.6891361885, 385805.51314351114 3769038.0919585694, 385812.71286664566 3768989.5553677264, 385815.12050330953 3768940.5467975615))"
1505 S. Magnolia Ave.,90006.0,1,2020,1.0,5.0,20.00%,Unpermitted Dwelling Units (Udu),Market Rate Developments,B,,,,,,,34.0549076,-118.242643,1505 S. Magnolia Ave.,POINT (385315.12050330953 3768940.5467975615),2187,"POLYGON ((385815.12050330953 3768940.5467975615, 385812.71286664566 3768891.5382273966, 385805.51314351114 3768843.0016365536, 385793.5906711756 3768795.4044589344, 385777.06026956515 3768749.205081379, 385756.0811354837 3768704.8484291486, 385730.8553094608 3768662.7616810515, 385701.6257299909 3768623.3501554797, 385668.6738939028 3768586.993406968, 385632.31714539137 3768554.04157088, 385592.90561981936 3768524.8119914103, 385550.81887172256 3768499.586165387, 385506.46221949207 3768478.607031306, 385460.2628419368 3768462.0766296955, 385412.6656643176 3768450.1541573596, 385364.1290734743 3768442.9544342253, 385315.12050330953 3768440.5467975615, 385266.11193314474 3768442.9544342253, 385217.57534230145 3768450.1541573596, 385169.9781646823 3768462.0766296955, 385123.778787127 3768478.607031306, 385079.4221348965 3768499.586165387, 385037.3353867997 3768524.8119914103, 384997.9238612277 3768554.04157088, 384961.56711271626 3768586.993406968, 384928.6152766282 3768623.3501554797, 384899.3856971583 3768662.7616810515, 384874.1598711354 3768704.8484291486, 384853.1807370539 3768749.205081379, 384836.65033544344 3768795.4044589344, 384824.7278631079 3768843.0016365536, 384817.5281399734 3768891.5382273966, 384815.12050330953 3768940.5467975615, 384817.5281399734 3768989.5553677264, 384824.7278631079 3769038.0919585694, 384836.65033544344 3769085.6891361885, 384853.1807370539 3769131.888513744, 384874.1598711354 3769176.2451659744, 384899.3856971583 3769218.3319140715, 384928.6152766282 3769257.743439643, 384961.56711271626 3769294.1001881547, 384997.9238612277 3769327.052024243, 385037.3353867997 3769356.2816037126, 385079.4221348965 3769381.5074297357, 385123.778787127 3769402.486563817, 385169.9781646823 3769419.0169654274, 385217.57534230145 3769430.9394377633, 385266.11193314474 3769438.1391608976, 385315.12050330953 3769440.5467975615, 385364.1290734743 3769438.1391608976, 385412.6656643176 3769430.9394377633, 385460.2628419368 3769419.0169654274, 385506.46221949207 3769402.486563817, 385550.81887172256 3769381.5074297357, 385592.90561981936 3769356.2816037126, 385632.31714539137 3769327.052024243, 385668.6738939028 3769294.1001881547, 385701.6257299909 3769257.743439643, 385730.8553094608 3769218.3319140715, 385756.0811354837 3769176.2451659744, 385777.06026956515 3769131.888513744, 385793.5906711756 3769085.6891361885, 385805.51314351114 3769038.0919585694, 385812.71286664566 3768989.5553677264, 385815.12050330953 3768940.5467975615))"
1505 S. Magnolia Ave.,90006.0,1,2020,1.0,5.0,20.00%,Unpermitted Dwelling Units (Udu),Market Rate Developments,B,,,,,,,34.0549076,-118.242643,1505 S. Magnolia Ave.,POINT (385315.12050330953 3768940.5467975615),2588,"POLYGON ((385815.12050330953 3768940.5467975615, 385812.71286664566 3768891.5382273966, 385805.51314351114 3768843.0016365536, 385793.5906711756 3768795.4044589344, 385777.06026956515 3768749.205081379, 385756.0811354837 3768704.8484291486, 385730.8553094608 3768662.7616810515, 385701.6257299909 3768623.3501554797, 385668.6738939028 3768586.993406968, 385632.31714539137 3768554.04157088, 385592.90561981936 3768524.8119914103, 385550.81887172256 3768499.586165387, 385506.46221949207 3768478.607031306, 385460.2628419368 3768462.0766296955, 385412.6656643176 3768450.1541573596, 385364.1290734743 3768442.9544342253, 385315.12050330953 3768440.5467975615, 385266.11193314474 3768442.9544342253, 385217.57534230145 3768450.1541573596, 385169.9781646823 3768462.0766296955, 385123.778787127 3768478.607031306, 385079.4221348965 3768499.586165387, 385037.3353867997 3768524.8119914103, 384997.9238612277 3768554.04157088, 384961.56711271626 3768586.993406968, 384928.6152766282 3768623.3501554797, 384899.3856971583 3768662.7616810515, 384874.1598711354 3768704.8484291486, 384853.1807370539 3768749.205081379, 384836.65033544344 3768795.4044589344, 384824.7278631079 3768843.0016365536, 384817.5281399734 3768891.5382273966, 384815.12050330953 3768940.5467975615, 384817.5281399734 3768989.5553677264, 384824.7278631079 3769038.0919585694, 384836.65033544344 3769085.6891361885, 384853.1807370539 3769131.888513744, 384874.1598711354 3769176.2451659744, 384899.3856971583 3769218.3319140715, 384928.6152766282 3769257.743439643, 384961.56711271626 3769294.1001881547, 384997.9238612277 3769327.052024243, 385037.3353867997 3769356.2816037126, 385079.4221348965 3769381.5074297357, 385123.778787127 3769402.486563817, 385169.9781646823 3769419.0169654274, 385217.57534230145 3769430.9394377633, 385266.11193314474 3769438.1391608976, 385315.12050330953 3769440.5467975615, 385364.1290734743 3769438.1391608976, 385412.6656643176 3769430.9394377633, 385460.2628419368 3769419.0169654274, 385506.46221949207 3769402.486563817, 385550.81887172256 3769381.5074297357, 385592.90561981936 3769356.2816037126, 385632.31714539137 3769327.052024243, 385668.6738939028 3769294.1001881547, 385701.6257299909 3769257.743439643, 385730.8553094608 3769218.3319140715, 385756.0811354837 3769176.2451659744, 385777.06026956515 3769131.888513744, 385793.5906711756 3769085.6891361885, 385805.51314351114 3769038.0919585694, 385812.71286664566 3768989.5553677264, 385815.12050330953 3768940.5467975615))"
1505 S. Magnolia Ave.,90006.0,1,2020,1.0,5.0,20.00%,Unpermitted Dwelling Units (Udu),Market Rate Developments,B,,,,,,,34.0549076,-118.242643,1505 S. Magnolia Ave.,POINT (385315.12050330953 3768940.5467975615),2629,"POLYGON ((385815.12050330953 3768940.5467975615, 385812.71286664566 3768891.5382273966, 385805.51314351114 3768843.0016365536, 385793.5906711756 3768795.4044589344, 385777.06026956515 3768749.205081379, 385756.0811354837 3768704.8484291486, 385730.8553094608 3768662.7616810515, 385701.6257299909 3768623.3501554797, 385668.6738939028 3768586.993406968, 385632.31714539137 3768554.04157088, 385592.90561981936 3768524.8119914103, 385550.81887172256 3768499.586165387, 385506.46221949207 3768478.607031306, 385460.2628419368 3768462.0766296955, 385412.6656643176 3768450.1541573596, 385364.1290734743 3768442.9544342253, 385315.12050330953 3768440.5467975615, 385266.11193314474 3768442.9544342253, 385217.57534230145 3768450.1541573596, 385169.9781646823 3768462.0766296955, 385123.778787127 3768478.607031306, 385079.4221348965 3768499.586165387, 385037.3353867997 3768524.8119914103, 384997.9238612277 3768554.04157088, 384961.56711271626 3768586.993406968, 384928.6152766282 3768623.3501554797, 384899.3856971583 3768662.7616810515, 384874.1598711354 3768704.8484291486, 384853.1807370539 3768749.205081379, 384836.65033544344 3768795.4044589344, 384824.7278631079 3768843.0016365536, 384817.5281399734 3768891.5382273966, 384815.12050330953 3768940.5467975615, 384817.5281399734 3768989.5553677264, 384824.7278631079 3769038.0919585694, 384836.65033544344 3769085.6891361885, 384853.1807370539 3769131.888513744, 384874.1598711354 3769176.2451659744, 384899.3856971583 3769218.3319140715, 384928.6152766282 3769257.743439643, 384961.56711271626 3769294.1001881547, 384997.9238612277 3769327.052024243, 385037.3353867997 3769356.2816037126, 385079.4221348965 3769381.5074297357, 385123.778787127 3769402.486563817, 385169.9781646823 3769419.0169654274, 385217.57534230145 3769430.9394377633, 385266.11193314474 3769438.1391608976, 385315.12050330953 3769440.5467975615, 385364.1290734743 3769438.1391608976, 385412.6656643176 3769430.9394377633, 385460.2628419368 3769419.0169654274, 385506.46221949207 3769402.486563817, 385550.81887172256 3769381.5074297357, 385592.90561981936 3769356.2816037126, 385632.31714539137 3769327.052024243, 385668.6738939028 3769294.1001881547, 385701.6257299909 3769257.743439643, 385730.8553094608 3769218.3319140715, 385756.0811354837 3769176.2451659744, 385777.06026956515 3769131.888513744, 385793.5906711756 3769085.6891361885, 385805.51314351114 3769038.0919585694, 385812.71286664566 3768989.5553677264, 385815.12050330953 3768940.5467975615))"
5050 N. Bakman Ave.,91601.0,2,2020,39.0,40.0,97.50%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,34.162316,-118.3768968,5050 N. Bakman Ave.,POINT (373084.37697582017 3781009.9259851887),286,"POLYGON ((373584.37697582017 3781009.9259851887, 373581.9693391563 3780960.917415024, 373574.7696160218 3780912.380824181, 373562.84714368626 3780864.7836465617, 373546.3167420758 3780818.5842690063, 373525.3376079943 3780774.227616776, 373500.1117819714 3780732.1408686787, 373470.8822025015 3780692.729343107, 373437.93036641343 3780656.3725945954, 373401.573617902 3780623.420758507, 373362.16209233 3780594.1911790376, 373320.0753442332 3780568.9653530144, 373275.7186920027 3780547.986218933, 373229.5193144474 3780531.4558173227, 373181.92213682825 3780519.533344987, 373133.38554598496 3780512.3336218526, 373084.37697582017 3780509.9259851887, 373035.3684056554 3780512.3336218526, 372986.8318148121 3780519.533344987, 372939.2346371929 3780531.4558173227, 372893.03525963763 3780547.986218933, 372848.67860740714 3780568.9653530144, 372806.59185931034 3780594.1911790376, 372767.18033373833 3780623.420758507, 372730.8235852269 3780656.3725945954, 372697.8717491388 3780692.729343107, 372668.6421696689 3780732.1408686787, 372643.416343646 3780774.227616776, 372622.43720956455 3780818.5842690063, 372605.9068079541 3780864.7836465617, 372593.98433561856 3780912.380824181, 372586.78461248404 3780960.917415024, 372584.37697582017 3781009.9259851887, 372586.78461248404 3781058.9345553536, 372593.98433561856 3781107.4711461966, 372605.9068079541 3781155.0683238157, 372622.43720956455 3781201.267701371, 372643.416343646 3781245.6243536016, 372668.6421696689 3781287.7111016987, 372697.8717491388 3781327.1226272704, 372730.8235852269 3781363.479375782, 372767.18033373833 3781396.43121187, 372806.59185931034 3781425.66079134, 372848.67860740714 3781450.886617363, 372893.03525963763 3781471.8657514444, 372939.2346371929 3781488.3961530547, 372986.8318148121 3781500.3186253905, 373035.3684056554 3781507.518348525, 373084.37697582017 3781509.9259851887, 373133.38554598496 3781507.518348525, 373181.92213682825 3781500.3186253905, 373229.5193144474 3781488.3961530547, 373275.7186920027 3781471.8657514444, 373320.0753442332 3781450.886617363, 373362.16209233 3781425.66079134, 373401.573617902 3781396.43121187, 373437.93036641343 3781363.479375782, 373470.8822025015 3781327.1226272704, 373500.1117819714 3781287.7111016987, 373525.3376079943 3781245.6243536016, 373546.3167420758 3781201.267701371, 373562.84714368626 3781155.0683238157, 373574.7696160218 3781107.4711461966, 373581.9693391563 3781058.9345553536, 373584.37697582017 3781009.9259851887))"
8811 N. Sepulveda Blvd.,91343.0,6,2020,352.0,356.0,98.88%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,34.2066451,-118.4659667,8811 N. Sepulveda Blvd.,POINT (364944.3862888783 3786040.2015280863),485,"POLYGON ((365444.3862888783 3786040.2015280863, 365441.9786522144 3785991.1929579214, 365434.7789290799 3785942.6563670784, 365422.85645674437 3785895.0591894593, 365406.3260551339 3785848.859811904, 365385.34692105243 3785804.5031596734, 365360.1210950295 3785762.4164115763, 365330.89151555963 3785723.0048860046, 365297.93967947154 3785686.648137493, 365261.5829309601 3785653.696301405, 365222.1714053881 3785624.466721935, 365180.0846572913 3785599.240895912, 365135.7280050608 3785578.2617618307, 365089.5286275055 3785561.7313602204, 365041.93144988635 3785549.8088878845, 364993.39485904307 3785542.60916475, 364944.3862888783 3785540.2015280863, 364895.3777187135 3785542.60916475, 364846.8411278702 3785549.8088878845, 364799.243950251 3785561.7313602204, 364753.04457269574 3785578.2617618307, 364708.68792046525 3785599.240895912, 364666.60117236845 3785624.466721935, 364627.18964679644 3785653.696301405, 364590.832898285 3785686.648137493, 364557.8810621969 3785723.0048860046, 364528.65148272703 3785762.4164115763, 364503.4256567041 3785804.5031596734, 364482.44652262266 3785848.859811904, 364465.9161210122 3785895.0591894593, 364453.99364867667 3785942.6563670784, 364446.79392554215 3785991.1929579214, 364444.3862888783 3786040.2015280863, 364446.79392554215 3786089.2100982512, 364453.99364867667 3786137.746689094, 364465.9161210122 3786185.3438667133, 364482.44652262266 3786231.5432442687, 364503.4256567041 3786275.8998964992, 364528.65148272703 3786317.9866445963, 364557.8810621969 3786357.398170168, 364590.832898285 3786393.7549186796, 364627.18964679644 3786426.706754768, 364666.60117236845 3786455.9363342375, 364708.68792046525 3786481.1621602606, 364753.04457269574 3786502.141294342, 364799.243950251 3786518.6716959523, 364846.8411278702 3786530.594168288, 364895.3777187135 3786537.7938914225, 364944.3862888783 3786540.2015280863, 364993.39485904307 3786537.7938914225, 365041.93144988635 3786530.594168288, 365089.5286275055 3786518.6716959523, 365135.7280050608 3786502.141294342, 365180.0846572913 3786481.1621602606, 365222.1714053881 3786455.9363342375, 365261.5829309601 3786426.706754768, 365297.93967947154 3786393.7549186796, 365330.89151555963 3786357.398170168, 365360.1210950295 3786317.9866445963, 365385.34692105243 3786275.8998964992, 365406.3260551339 3786231.5432442687, 365422.85645674437 3786185.3438667133, 365434.7789290799 3786137.746689094, 365441.9786522144 3786089.2100982512, 365444.3862888783 3786040.2015280863))"
8811 N. Sepulveda Blvd.,91343.0,6,2020,352.0,356.0,98.88%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,34.2066451,-118.4659667,8811 N. Sepulveda Blvd.,POINT (364944.3862888783 3786040.2015280863),486,"POLYGON ((365444.3862888783 3786040.2015280863, 365441.9786522144 3785991.1929579214, 365434.7789290799 3785942.6563670784, 365422.85645674437 3785895.0591894593, 365406.3260551339 3785848.859811904, 365385.34692105243 3785804.5031596734, 365360.1210950295 3785762.4164115763, 365330.89151555963 3785723.0048860046, 365297.93967947154 3785686.648137493, 365261.5829309601 3785653.696301405, 365222.1714053881 3785624.466721935, 365180.0846572913 3785599.240895912, 365135.7280050608 3785578.2617618307, 365089.5286275055 3785561.7313602204, 365041.93144988635 3785549.8088878845, 364993.39485904307 3785542.60916475, 364944.3862888783 3785540.2015280863, 364895.3777187135 3785542.60916475, 364846.8411278702 3785549.8088878845, 364799.243950251 3785561.7313602204, 364753.04457269574 3785578.2617618307, 364708.68792046525 3785599.240895912, 364666.60117236845 3785624.466721935, 364627.18964679644 3785653.696301405, 364590.832898285 3785686.648137493, 364557.8810621969 3785723.0048860046, 364528.65148272703 3785762.4164115763, 364503.4256567041 3785804.5031596734, 364482.44652262266 3785848.859811904, 364465.9161210122 3785895.0591894593, 364453.99364867667 3785942.6563670784, 364446.79392554215 3785991.1929579214, 364444.3862888783 3786040.2015280863, 364446.79392554215 3786089.2100982512, 364453.99364867667 3786137.746689094, 364465.9161210122 3786185.3438667133, 364482.44652262266 3786231.5432442687, 364503.4256567041 3786275.8998964992, 364528.65148272703 3786317.9866445963, 364557.8810621969 3786357.398170168, 364590.832898285 3786393.7549186796, 364627.18964679644 3786426.706754768, 364666.60117236845 3786455.9363342375, 364708.68792046525 3786481.1621602606, 364753.04457269574 3786502.141294342, 364799.243950251 3786518.6716959523, 364846.8411278702 3786530.594168288, 364895.3777187135 3786537.7938914225, 364944.3862888783 3786540.2015280863, 364993.39485904307 3786537.7938914225, 365041.93144988635 3786530.594168288, 365089.5286275055 3786518.6716959523, 365135.7280050608 3786502.141294342, 365180.0846572913 3786481.1621602606, 365222.1714053881 3786455.9363342375, 365261.5829309601 3786426.706754768, 365297.93967947154 3786393.7549186796, 365330.89151555963 3786357.398170168, 365360.1210950295 3786317.9866445963, 365385.34692105243 3786275.8998964992, 365406.3260551339 3786231.5432442687, 365422.85645674437 3786185.3438667133, 365434.7789290799 3786137.746689094, 365441.9786522144 3786089.2100982512, 365444.3862888783 3786040.2015280863))"
12665 N. San Fernando Rd.,91342.0,7,2020,55.0,56.0,98.21%,Density Bonus,Affordable Housing Trust Fund Projects (Mp),,,,,,,,34.0987414,-118.2342549,12665 N. San Fernando Rd.,POINT (386147.99008008384 3773791.863214965),459,"POLYGON ((386647.99008008384 3773791.863214965, 386645.58244341996 3773742.8546448, 386638.38272028544 3773694.318053957, 386626.46024794993 3773646.720876338, 386609.92984633945 3773600.5214987826, 386588.950712258 3773556.164846552, 386563.7248862351 3773514.078098455, 386534.4953067652 3773474.6665728833, 386501.5434706771 3773438.3098243717, 386465.1867221657 3773405.3579882835, 386425.77519659366 3773376.128408814, 386383.68844849686 3773350.9025827907, 386339.3317962664 3773329.9234487093, 386293.1324187111 3773313.393047099, 386245.5352410919 3773301.470574763, 386196.9986502486 3773294.270851629, 386147.99008008384 3773291.863214965, 386098.98150991905 3773294.270851629, 386050.44491907576 3773301.470574763, 386002.8477414566 3773313.393047099, 385956.6483639013 3773329.9234487093, 385912.2917116708 3773350.9025827907, 385870.204963574 3773376.128408814, 385830.793438002 3773405.3579882835, 385794.43668949057 3773438.3098243717, 385761.4848534025 3773474.6665728833, 385732.2552739326 3773514.078098455, 385707.0294479097 3773556.164846552, 385686.0503138282 3773600.5214987826, 385669.51991221774 3773646.720876338, 385657.5974398822 3773694.318053957, 385650.3977167477 3773742.8546448, 385647.99008008384 3773791.863214965, 385650.3977167477 3773840.87178513, 385657.5974398822 3773889.408375973, 385669.51991221774 3773937.005553592, 385686.0503138282 3773983.2049311474, 385707.0294479097 3774027.561583378, 385732.2552739326 3774069.648331475, 385761.4848534025 3774109.0598570467, 385794.43668949057 3774145.4166055582, 385830.793438002 3774178.3684416465, 385870.204963574 3774207.598021116, 385912.2917116708 3774232.8238471393, 385956.6483639013 3774253.8029812207, 386002.8477414566 3774270.333382831, 386050.44491907576 3774282.255855167, 386098.98150991905 3774289.455578301, 386147.99008008384 3774291.863214965, 386196.9986502486 3774289.455578301, 386245.5352410919 3774282.255855167, 386293.1324187111 3774270.333382831, 386339.3317962664 3774253.8029812207, 386383.68844849686 3774232.8238471393, 386425.77519659366 3774207.598021116, 386465.1867221657 3774178.3684416465, 386501.5434706771 3774145.4166055582, 386534.4953067652 3774109.0598570467, 386563.7248862351 3774069.648331475, 386588.950712258 3774027.561583378, 386609.92984633945 3773983.2049311474, 386626.46024794993 3773937.005553592, 386638.38272028544 3773889.408375973, 386645.58244341996 3773840.87178513, 386647.99008008384 3773791.863214965))"
