Address,Zip,CD#,Year of Covenant,Affordable Units,Total Units,% of Affordable,Entitlements,Type2,AH Studio Unit #,AH 1BR Unit #,AH 2BR Unit #,AH 3BR Unit #,AH 4BR Unit #,AH 5BR Unit#,AH 6BR Unit#,Latitude,Longitude,Cleaned_Address,geometry,index_right,buffer
12341 West Chandler Blvd,91607.0,2,2013,2.0,23.0,8.70%,Density Bonus,Market Rate Developments,,203,102,,,,,34.1687887,-118.4466606,12341 West Chandler Blvd,POINT (366663.5739564366 3781816.7107348978),219,"POLYGON ((367163.5739564366 3781816.7107348978, 367161.1663197727 3781767.702164733, 367153.9665966382 3781719.16557389, 367142.0441243027 3781671.5683962707, 367125.5137226922 3781625.3690187153, 367104.53458861075 3781581.012366485, 367079.30876258784 3781538.9256183878, 367050.07918311795 3781499.514092816, 367017.12734702986 3781463.1573443045, 366980.77059851843 3781430.2055082163, 366941.3590729464 3781400.9759287466, 366899.2723248496 3781375.7501027235, 366854.9156726191 3781354.770968642, 366808.71629506384 3781338.240567032, 366761.1191174447 3781326.318094696, 366712.5825266014 3781319.1183715616, 366663.5739564366 3781316.7107348978, 366614.5653862718 3781319.1183715616, 366566.0287954285 3781326.318094696, 366518.43161780934 3781338.240567032, 366472.23224025406 3781354.770968642, 366427.87558802357 3781375.7501027235, 366385.78883992677 3781400.9759287466, 366346.37731435476 3781430.2055082163, 366310.0205658433 3781463.1573443045, 366277.06872975524 3781499.514092816, 366247.83915028535 3781538.9256183878, 366222.61332426243 3781581.012366485, 366201.634190181 3781625.3690187153, 366185.1037885705 3781671.5683962707, 366173.181316235 3781719.16557389, 366165.98159310047 3781767.702164733, 366163.5739564366 3781816.7107348978, 366165.98159310047 3781865.7193050627, 366173.181316235 3781914.2558959057, 366185.1037885705 3781961.853073525, 366201.634190181 3782008.05245108, 366222.61332426243 3782052.4091033107, 366247.83915028535 3782094.4958514078, 366277.06872975524 3782133.9073769795, 366310.0205658433 3782170.264125491, 366346.37731435476 3782203.2159615792, 366385.78883992677 3782232.445541049, 366427.87558802357 3782257.671367072, 366472.23224025406 3782278.6505011534, 366518.43161780934 3782295.1809027637, 366566.0287954285 3782307.1033750996, 366614.5653862718 3782314.303098234, 366663.5739564366 3782316.7107348978, 366712.5825266014 3782314.303098234, 366761.1191174447 3782307.1033750996, 366808.71629506384 3782295.1809027637, 366854.9156726191 3782278.6505011534, 366899.2723248496 3782257.671367072, 366941.3590729464 3782232.445541049, 366980.77059851843 3782203.2159615792, 367017.12734702986 3782170.264125491, 367050.07918311795 3782133.9073769795, 367079.30876258784 3782094.4958514078, 367104.53458861075 3782052.4091033107, 367125.5137226922 3782008.05245108, 367142.0441243027 3781961.853073525, 367153.9665966382 3781914.2558959057, 367161.1663197727 3781865.7193050627, 367163.5739564366 3781816.7107348978))"
12341 West Chandler Blvd,91607.0,2,2013,2.0,23.0,8.70%,Density Bonus,Market Rate Developments,,203,102,,,,,34.1687887,-118.4466606,12341 West Chandler Blvd,POINT (366663.5739564366 3781816.7107348978),231,"POLYGON ((367163.5739564366 3781816.7107348978, 367161.1663197727 3781767.702164733, 367153.9665966382 3781719.16557389, 367142.0441243027 3781671.5683962707, 367125.5137226922 3781625.3690187153, 367104.53458861075 3781581.012366485, 367079.30876258784 3781538.9256183878, 367050.07918311795 3781499.514092816, 367017.12734702986 3781463.1573443045, 366980.77059851843 3781430.2055082163, 366941.3590729464 3781400.9759287466, 366899.2723248496 3781375.7501027235, 366854.9156726191 3781354.770968642, 366808.71629506384 3781338.240567032, 366761.1191174447 3781326.318094696, 366712.5825266014 3781319.1183715616, 366663.5739564366 3781316.7107348978, 366614.5653862718 3781319.1183715616, 366566.0287954285 3781326.318094696, 366518.43161780934 3781338.240567032, 366472.23224025406 3781354.770968642, 366427.87558802357 3781375.7501027235, 366385.78883992677 3781400.9759287466, 366346.37731435476 3781430.2055082163, 366310.0205658433 3781463.1573443045, 366277.06872975524 3781499.514092816, 366247.83915028535 3781538.9256183878, 366222.61332426243 3781581.012366485, 366201.634190181 3781625.3690187153, 366185.1037885705 3781671.5683962707, 366173.181316235 3781719.16557389, 366165.98159310047 3781767.702164733, 366163.5739564366 3781816.7107348978, 366165.98159310047 3781865.7193050627, 366173.181316235 3781914.2558959057, 366185.1037885705 3781961.853073525, 366201.634190181 3782008.05245108, 366222.61332426243 3782052.4091033107, 366247.83915028535 3782094.4958514078, 366277.06872975524 3782133.9073769795, 366310.0205658433 3782170.264125491, 366346.37731435476 3782203.2159615792, 366385.78883992677 3782232.445541049, 366427.87558802357 3782257.671367072, 366472.23224025406 3782278.6505011534, 366518.43161780934 3782295.1809027637, 366566.0287954285 3782307.1033750996, 366614.5653862718 3782314.303098234, 366663.5739564366 3782316.7107348978, 366712.5825266014 3782314.303098234, 366761.1191174447 3782307.1033750996, 366808.71629506384 3782295.1809027637, 366854.9156726191 3782278.6505011534, 366899.2723248496 3782257.671367072, 366941.3590729464 3782232.445541049, 366980.77059851843 3782203.2159615792, 367017.12734702986 3782170.264125491, 367050.07918311795 3782133.9073769795, 367079.30876258784 3782094.4958514078, 367104.53458861075 3782052.4091033107, 367125.5137226922 3782008.05245108, 367142.0441243027 3781961.853073525, 367153.9665966382 3781914.2558959057, 367161.1663197727 3781865.7193050627, 367163.5739564366 3781816.7107348978))"
12341 West Chandler Blvd,91607.0,2,2013,2.0,23.0,8.70%,Density Bonus,Market Rate Developments,,203,102,,,,,34.1687887,-118.4466606,12341 West Chandler Blvd,POINT (366663.5739564366 3781816.7107348978),257,"POLYGON ((367163.5739564366 3781816.7107348978, 367161.1663197727 3781767.702164733, 367153.9665966382 3781719.16557389, 367142.0441243027 3781671.5683962707, 367125.5137226922 3781625.3690187153, 367104.53458861075 3781581.012366485, 367079.30876258784 3781538.9256183878, 367050.07918311795 3781499.514092816, 367017.12734702986 3781463.1573443045, 366980.77059851843 3781430.2055082163, 366941.3590729464 3781400.9759287466, 366899.2723248496 3781375.7501027235, 366854.9156726191 3781354.770968642, 366808.71629506384 3781338.240567032, 366761.1191174447 3781326.318094696, 366712.5825266014 3781319.1183715616, 366663.5739564366 3781316.7107348978, 366614.5653862718 3781319.1183715616, 366566.0287954285 3781326.318094696, 366518.43161780934 3781338.240567032, 366472.23224025406 3781354.770968642, 366427.87558802357 3781375.7501027235, 366385.78883992677 3781400.9759287466, 366346.37731435476 3781430.2055082163, 366310.0205658433 3781463.1573443045, 366277.06872975524 3781499.514092816, 366247.83915028535 3781538.9256183878, 366222.61332426243 3781581.012366485, 366201.634190181 3781625.3690187153, 366185.1037885705 3781671.5683962707, 366173.181316235 3781719.16557389, 366165.98159310047 3781767.702164733, 366163.5739564366 3781816.7107348978, 366165.98159310047 3781865.7193050627, 366173.181316235 3781914.2558959057, 366185.1037885705 3781961.853073525, 366201.634190181 3782008.05245108, 366222.61332426243 3782052.4091033107, 366247.83915028535 3782094.4958514078, 366277.06872975524 3782133.9073769795, 366310.0205658433 3782170.264125491, 366346.37731435476 3782203.2159615792, 366385.78883992677 3782232.445541049, 366427.87558802357 3782257.671367072, 366472.23224025406 3782278.6505011534, 366518.43161780934 3782295.1809027637, 366566.0287954285 3782307.1033750996, 366614.5653862718 3782314.303098234, 366663.5739564366 3782316.7107348978, 366712.5825266014 3782314.303098234, 366761.1191174447 3782307.1033750996, 366808.71629506384 3782295.1809027637, 366854.9156726191 3782278.6505011534, 366899.2723248496 3782257.671367072, 366941.3590729464 3782232.445541049, 366980.77059851843 3782203.2159615792, 367017.12734702986 3782170.264125491, 367050.07918311795 3782133.9073769795, 367079.30876258784 3782094.4958514078, 367104.53458861075 3782052.4091033107, 367125.5137226922 3782008.05245108, 367142.0441243027 3781961.853073525, 367153.9665966382 3781914.2558959057, 367161.1663197727 3781865.7193050627, 367163.5739564366 3781816.7107348978))"
12341 West Chandler Blvd,91607.0,2,2013,2.0,23.0,8.70%,Density Bonus,Market Rate Developments,,203,102,,,,,34.1687887,-118.4466606,12341 West Chandler Blvd,POINT (366663.5739564366 3781816.7107348978),258,"POLYGON ((367163.5739564366 3781816.7107348978, 367161.1663197727 3781767.702164733, 367153.9665966382 3781719.16557389, 367142.0441243027 3781671.5683962707, 367125.5137226922 3781625.3690187153, 367104.53458861075 3781581.012366485, 367079.30876258784 3781538.9256183878, 367050.07918311795 3781499.514092816, 367017.12734702986 3781463.1573443045, 366980.77059851843 3781430.2055082163, 366941.3590729464 3781400.9759287466, 366899.2723248496 3781375.7501027235, 366854.9156726191 3781354.770968642, 366808.71629506384 3781338.240567032, 366761.1191174447 3781326.318094696, 366712.5825266014 3781319.1183715616, 366663.5739564366 3781316.7107348978, 366614.5653862718 3781319.1183715616, 366566.0287954285 3781326.318094696, 366518.43161780934 3781338.240567032, 366472.23224025406 3781354.770968642, 366427.87558802357 3781375.7501027235, 366385.78883992677 3781400.9759287466, 366346.37731435476 3781430.2055082163, 366310.0205658433 3781463.1573443045, 366277.06872975524 3781499.514092816, 366247.83915028535 3781538.9256183878, 366222.61332426243 3781581.012366485, 366201.634190181 3781625.3690187153, 366185.1037885705 3781671.5683962707, 366173.181316235 3781719.16557389, 366165.98159310047 3781767.702164733, 366163.5739564366 3781816.7107348978, 366165.98159310047 3781865.7193050627, 366173.181316235 3781914.2558959057, 366185.1037885705 3781961.853073525, 366201.634190181 3782008.05245108, 366222.61332426243 3782052.4091033107, 366247.83915028535 3782094.4958514078, 366277.06872975524 3782133.9073769795, 366310.0205658433 3782170.264125491, 366346.37731435476 3782203.2159615792, 366385.78883992677 3782232.445541049, 366427.87558802357 3782257.671367072, 366472.23224025406 3782278.6505011534, 366518.43161780934 3782295.1809027637, 366566.0287954285 3782307.1033750996, 366614.5653862718 3782314.303098234, 366663.5739564366 3782316.7107348978, 366712.5825266014 3782314.303098234, 366761.1191174447 3782307.1033750996, 366808.71629506384 3782295.1809027637, 366854.9156726191 3782278.6505011534, 366899.2723248496 3782257.671367072, 366941.3590729464 3782232.445541049, 366980.77059851843 3782203.2159615792, 367017.12734702986 3782170.264125491, 367050.07918311795 3782133.9073769795, 367079.30876258784 3782094.4958514078, 367104.53458861075 3782052.4091033107, 367125.5137226922 3782008.05245108, 367142.0441243027 3781961.853073525, 367153.9665966382 3781914.2558959057, 367161.1663197727 3781865.7193050627, 367163.5739564366 3781816.7107348978))"
6842 North Agnes Avenue,91605.0,2,2013,1.0,6.0,16.67%,Density Bonus,Market Rate Developments,,,,,,,,34.1539898,-118.3953981,6842 North Agnes Avenue,POINT (371366.2643908701 3780109.781586998),214,"POLYGON ((371866.2643908701 3780109.781586998, 371863.85675420624 3780060.7730168332, 371856.6570310717 3780012.2364259902, 371844.7345587362 3779964.639248371, 371828.2041571257 3779918.4398708157, 371807.2250230443 3779874.0832185852, 371781.99919702136 3779831.996470488, 371752.7696175515 3779792.5849449164, 371719.8177814634 3779756.228196405, 371683.46103295195 3779723.2763603167, 371644.04950737994 3779694.046780847, 371601.96275928314 3779668.820954824, 371557.60610705265 3779647.8418207425, 371511.40672949736 3779631.311419132, 371463.8095518782 3779619.3889467963, 371415.2729610349 3779612.189223662, 371366.2643908701 3779609.781586998, 371317.2558207053 3779612.189223662, 371268.71922986204 3779619.3889467963, 371221.12205224286 3779631.311419132, 371174.9226746876 3779647.8418207425, 371130.5660224571 3779668.820954824, 371088.4792743603 3779694.046780847, 371049.0677487883 3779723.2763603167, 371012.71100027685 3779756.228196405, 370979.75916418876 3779792.5849449164, 370950.52958471887 3779831.996470488, 370925.30375869595 3779874.0832185852, 370904.3246246145 3779918.4398708157, 370887.794223004 3779964.639248371, 370875.8717506685 3780012.2364259902, 370868.672027534 3780060.7730168332, 370866.2643908701 3780109.781586998, 370868.672027534 3780158.790157163, 370875.8717506685 3780207.326748006, 370887.794223004 3780254.923925625, 370904.3246246145 3780301.1233031806, 370925.30375869595 3780345.479955411, 370950.52958471887 3780387.566703508, 370979.75916418876 3780426.97822908, 371012.71100027685 3780463.3349775914, 371049.0677487883 3780496.2868136796, 371088.4792743603 3780525.5163931493, 371130.5660224571 3780550.7422191724, 371174.9226746876 3780571.721353254, 371221.12205224286 3780588.251754864, 371268.71922986204 3780600.1742272, 371317.2558207053 3780607.3739503343, 371366.2643908701 3780609.781586998, 371415.2729610349 3780607.3739503343, 371463.8095518782 3780600.1742272, 371511.40672949736 3780588.251754864, 371557.60610705265 3780571.721353254, 371601.96275928314 3780550.7422191724, 371644.04950737994 3780525.5163931493, 371683.46103295195 3780496.2868136796, 371719.8177814634 3780463.3349775914, 371752.7696175515 3780426.97822908, 371781.99919702136 3780387.566703508, 371807.2250230443 3780345.479955411, 371828.2041571257 3780301.1233031806, 371844.7345587362 3780254.923925625, 371856.6570310717 3780207.326748006, 371863.85675420624 3780158.790157163, 371866.2643908701 3780109.781586998))"
12045 West Keswick Street,91605.0,6,2013,2.0,32.0,6.25%,Density Bonus,Market Rate Developments,,,211,306,,,,34.2105225,-118.3961529,12045 West Keswick Street,POINT (371382.52178540453 3786379.8453194182),146,"POLYGON ((371882.52178540453 3786379.8453194182, 371880.11414874066 3786330.8367492533, 371872.91442560614 3786282.3001584103, 371860.9919532706 3786234.702980791, 371844.46155166015 3786188.503603236, 371823.4824175787 3786144.1469510053, 371798.2565915558 3786102.0602029082, 371769.0270120859 3786062.6486773365, 371736.0751759978 3786026.291928825, 371699.71842748637 3785993.3400927368, 371660.30690191436 3785964.110513267, 371618.22015381756 3785938.884687244, 371573.86350158707 3785917.9055531626, 371527.6641240318 3785901.3751515523, 371480.0669464126 3785889.4526792164, 371431.5303555693 3785882.252956082, 371382.52178540453 3785879.8453194182, 371333.51321523974 3785882.252956082, 371284.97662439646 3785889.4526792164, 371237.3794467773 3785901.3751515523, 371191.180069222 3785917.9055531626, 371146.8234169915 3785938.884687244, 371104.7366688947 3785964.110513267, 371065.3251433227 3785993.3400927368, 371028.96839481127 3786026.291928825, 370996.0165587232 3786062.6486773365, 370966.7869792533 3786102.0602029082, 370941.5611532304 3786144.1469510053, 370920.5820191489 3786188.503603236, 370904.05161753844 3786234.702980791, 370892.1291452029 3786282.3001584103, 370884.9294220684 3786330.8367492533, 370882.52178540453 3786379.8453194182, 370884.9294220684 3786428.853889583, 370892.1291452029 3786477.390480426, 370904.05161753844 3786524.9876580453, 370920.5820191489 3786571.1870356007, 370941.5611532304 3786615.543687831, 370966.7869792533 3786657.6304359282, 370996.0165587232 3786697.0419615, 371028.96839481127 3786733.3987100115, 371065.3251433227 3786766.3505460997, 371104.7366688947 3786795.5801255694, 371146.8234169915 3786820.8059515925, 371191.180069222 3786841.785085674, 371237.3794467773 3786858.315487284, 371284.97662439646 3786870.23795962, 371333.51321523974 3786877.4376827544, 371382.52178540453 3786879.8453194182, 371431.5303555693 3786877.4376827544, 371480.0669464126 3786870.23795962, 371527.6641240318 3786858.315487284, 371573.86350158707 3786841.785085674, 371618.22015381756 3786820.8059515925, 371660.30690191436 3786795.5801255694, 371699.71842748637 3786766.3505460997, 371736.0751759978 3786733.3987100115, 371769.0270120859 3786697.0419615, 371798.2565915558 3786657.6304359282, 371823.4824175787 3786615.543687831, 371844.46155166015 3786571.1870356007, 371860.9919532706 3786524.9876580453, 371872.91442560614 3786477.390480426, 371880.11414874066 3786428.853889583, 371882.52178540453 3786379.8453194182))"
9547 South Compton Avenue,90002.0,15,2013,6.0,9.0,66.67%,Density Bonus/Parking Reduction Only,Market Rate Developments,,,,101,"202, 203, 302, 303, 304",,,33.9198476,-118.2462306,9547 South Compton Avenue,POINT (384801.87020463526 3753968.0810203035),1867,"POLYGON ((385301.87020463526 3753968.0810203035, 385299.4625679714 3753919.0724501386, 385292.26284483686 3753870.5358592956, 385280.34037250135 3753822.9386816765, 385263.80997089087 3753776.739304121, 385242.8308368094 3753732.3826518906, 385217.6050107865 3753690.2959037935, 385188.3754313166 3753650.884378222, 385155.4235952285 3753614.5276297103, 385119.0668467171 3753581.575793622, 385079.6553211451 3753552.3462141524, 385037.5685730483 3753527.1203881293, 384993.2119208178 3753506.141254048, 384947.0125432625 3753489.6108524376, 384899.41536564333 3753477.6883801017, 384850.87877480005 3753470.4886569674, 384801.87020463526 3753468.0810203035, 384752.86163447046 3753470.4886569674, 384704.3250436272 3753477.6883801017, 384656.727866008 3753489.6108524376, 384610.5284884527 3753506.141254048, 384566.17183622223 3753527.1203881293, 384524.08508812543 3753552.3462141524, 384484.6735625534 3753581.575793622, 384448.316814042 3753614.5276297103, 384415.3649779539 3753650.884378222, 384386.135398484 3753690.2959037935, 384360.9095724611 3753732.3826518906, 384339.93043837964 3753776.739304121, 384323.40003676916 3753822.9386816765, 384311.47756443365 3753870.5358592956, 384304.27784129913 3753919.0724501386, 384301.87020463526 3753968.0810203035, 384304.27784129913 3754017.0895904684, 384311.47756443365 3754065.6261813114, 384323.40003676916 3754113.2233589306, 384339.93043837964 3754159.422736486, 384360.9095724611 3754203.7793887164, 384386.135398484 3754245.8661368135, 384415.3649779539 3754285.2776623853, 384448.316814042 3754321.634410897, 384484.6735625534 3754354.586246985, 384524.08508812543 3754383.8158264547, 384566.17183622223 3754409.041652478, 384610.5284884527 3754430.020786559, 384656.727866008 3754446.5511881695, 384704.3250436272 3754458.4736605054, 384752.86163447046 3754465.6733836397, 384801.87020463526 3754468.0810203035, 384850.87877480005 3754465.6733836397, 384899.41536564333 3754458.4736605054, 384947.0125432625 3754446.5511881695, 384993.2119208178 3754430.020786559, 385037.5685730483 3754409.041652478, 385079.6553211451 3754383.8158264547, 385119.0668467171 3754354.586246985, 385155.4235952285 3754321.634410897, 385188.3754313166 3754285.2776623853, 385217.6050107865 3754245.8661368135, 385242.8308368094 3754203.7793887164, 385263.80997089087 3754159.422736486, 385280.34037250135 3754113.2233589306, 385292.26284483686 3754065.6261813114, 385299.4625679714 3754017.0895904684, 385301.87020463526 3753968.0810203035))"
9547 South Compton Avenue,90002.0,15,2013,6.0,9.0,66.67%,Density Bonus/Parking Reduction Only,Market Rate Developments,,,,101,"202, 203, 302, 303, 304",,,33.9198476,-118.2462306,9547 South Compton Avenue,POINT (384801.87020463526 3753968.0810203035),1877,"POLYGON ((385301.87020463526 3753968.0810203035, 385299.4625679714 3753919.0724501386, 385292.26284483686 3753870.5358592956, 385280.34037250135 3753822.9386816765, 385263.80997089087 3753776.739304121, 385242.8308368094 3753732.3826518906, 385217.6050107865 3753690.2959037935, 385188.3754313166 3753650.884378222, 385155.4235952285 3753614.5276297103, 385119.0668467171 3753581.575793622, 385079.6553211451 3753552.3462141524, 385037.5685730483 3753527.1203881293, 384993.2119208178 3753506.141254048, 384947.0125432625 3753489.6108524376, 384899.41536564333 3753477.6883801017, 384850.87877480005 3753470.4886569674, 384801.87020463526 3753468.0810203035, 384752.86163447046 3753470.4886569674, 384704.3250436272 3753477.6883801017, 384656.727866008 3753489.6108524376, 384610.5284884527 3753506.141254048, 384566.17183622223 3753527.1203881293, 384524.08508812543 3753552.3462141524, 384484.6735625534 3753581.575793622, 384448.316814042 3753614.5276297103, 384415.3649779539 3753650.884378222, 384386.135398484 3753690.2959037935, 384360.9095724611 3753732.3826518906, 384339.93043837964 3753776.739304121, 384323.40003676916 3753822.9386816765, 384311.47756443365 3753870.5358592956, 384304.27784129913 3753919.0724501386, 384301.87020463526 3753968.0810203035, 384304.27784129913 3754017.0895904684, 384311.47756443365 3754065.6261813114, 384323.40003676916 3754113.2233589306, 384339.93043837964 3754159.422736486, 384360.9095724611 3754203.7793887164, 384386.135398484 3754245.8661368135, 384415.3649779539 3754285.2776623853, 384448.316814042 3754321.634410897, 384484.6735625534 3754354.586246985, 384524.08508812543 3754383.8158264547, 384566.17183622223 3754409.041652478, 384610.5284884527 3754430.020786559, 384656.727866008 3754446.5511881695, 384704.3250436272 3754458.4736605054, 384752.86163447046 3754465.6733836397, 384801.87020463526 3754468.0810203035, 384850.87877480005 3754465.6733836397, 384899.41536564333 3754458.4736605054, 384947.0125432625 3754446.5511881695, 384993.2119208178 3754430.020786559, 385037.5685730483 3754409.041652478, 385079.6553211451 3754383.8158264547, 385119.0668467171 3754354.586246985, 385155.4235952285 3754321.634410897, 385188.3754313166 3754285.2776623853, 385217.6050107865 3754245.8661368135, 385242.8308368094 3754203.7793887164, 385263.80997089087 3754159.422736486, 385280.34037250135 3754113.2233589306, 385292.26284483686 3754065.6261813114, 385299.4625679714 3754017.0895904684, 385301.87020463526 3753968.0810203035))"
9547 South Compton Avenue,90002.0,15,2013,6.0,9.0,66.67%,Density Bonus/Parking Reduction Only,Market Rate Developments,,,,101,"202, 203, 302, 303, 304",,,33.9198476,-118.2462306,9547 South Compton Avenue,POINT (384801.87020463526 3753968.0810203035),1908,"POLYGON ((385301.87020463526 3753968.0810203035, 385299.4625679714 3753919.0724501386, 385292.26284483686 3753870.5358592956, 385280.34037250135 3753822.9386816765, 385263.80997089087 3753776.739304121, 385242.8308368094 3753732.3826518906, 385217.6050107865 3753690.2959037935, 385188.3754313166 3753650.884378222, 385155.4235952285 3753614.5276297103, 385119.0668467171 3753581.575793622, 385079.6553211451 3753552.3462141524, 385037.5685730483 3753527.1203881293, 384993.2119208178 3753506.141254048, 384947.0125432625 3753489.6108524376, 384899.41536564333 3753477.6883801017, 384850.87877480005 3753470.4886569674, 384801.87020463526 3753468.0810203035, 384752.86163447046 3753470.4886569674, 384704.3250436272 3753477.6883801017, 384656.727866008 3753489.6108524376, 384610.5284884527 3753506.141254048, 384566.17183622223 3753527.1203881293, 384524.08508812543 3753552.3462141524, 384484.6735625534 3753581.575793622, 384448.316814042 3753614.5276297103, 384415.3649779539 3753650.884378222, 384386.135398484 3753690.2959037935, 384360.9095724611 3753732.3826518906, 384339.93043837964 3753776.739304121, 384323.40003676916 3753822.9386816765, 384311.47756443365 3753870.5358592956, 384304.27784129913 3753919.0724501386, 384301.87020463526 3753968.0810203035, 384304.27784129913 3754017.0895904684, 384311.47756443365 3754065.6261813114, 384323.40003676916 3754113.2233589306, 384339.93043837964 3754159.422736486, 384360.9095724611 3754203.7793887164, 384386.135398484 3754245.8661368135, 384415.3649779539 3754285.2776623853, 384448.316814042 3754321.634410897, 384484.6735625534 3754354.586246985, 384524.08508812543 3754383.8158264547, 384566.17183622223 3754409.041652478, 384610.5284884527 3754430.020786559, 384656.727866008 3754446.5511881695, 384704.3250436272 3754458.4736605054, 384752.86163447046 3754465.6733836397, 384801.87020463526 3754468.0810203035, 384850.87877480005 3754465.6733836397, 384899.41536564333 3754458.4736605054, 384947.0125432625 3754446.5511881695, 384993.2119208178 3754430.020786559, 385037.5685730483 3754409.041652478, 385079.6553211451 3754383.8158264547, 385119.0668467171 3754354.586246985, 385155.4235952285 3754321.634410897, 385188.3754313166 3754285.2776623853, 385217.6050107865 3754245.8661368135, 385242.8308368094 3754203.7793887164, 385263.80997089087 3754159.422736486, 385280.34037250135 3754113.2233589306, 385292.26284483686 3754065.6261813114, 385299.4625679714 3754017.0895904684, 385301.87020463526 3753968.0810203035))"
9547 South Compton Avenue,90002.0,15,2013,6.0,9.0,66.67%,Density Bonus/Parking Reduction Only,Market Rate Developments,,,,101,"202, 203, 302, 303, 304",,,33.9198476,-118.2462306,9547 South Compton Avenue,POINT (384801.87020463526 3753968.0810203035),3305,"POLYGON ((385301.87020463526 3753968.0810203035, 385299.4625679714 3753919.0724501386, 385292.26284483686 3753870.5358592956, 385280.34037250135 3753822.9386816765, 385263.80997089087 3753776.739304121, 385242.8308368094 3753732.3826518906, 385217.6050107865 3753690.2959037935, 385188.3754313166 3753650.884378222, 385155.4235952285 3753614.5276297103, 385119.0668467171 3753581.575793622, 385079.6553211451 3753552.3462141524, 385037.5685730483 3753527.1203881293, 384993.2119208178 3753506.141254048, 384947.0125432625 3753489.6108524376, 384899.41536564333 3753477.6883801017, 384850.87877480005 3753470.4886569674, 384801.87020463526 3753468.0810203035, 384752.86163447046 3753470.4886569674, 384704.3250436272 3753477.6883801017, 384656.727866008 3753489.6108524376, 384610.5284884527 3753506.141254048, 384566.17183622223 3753527.1203881293, 384524.08508812543 3753552.3462141524, 384484.6735625534 3753581.575793622, 384448.316814042 3753614.5276297103, 384415.3649779539 3753650.884378222, 384386.135398484 3753690.2959037935, 384360.9095724611 3753732.3826518906, 384339.93043837964 3753776.739304121, 384323.40003676916 3753822.9386816765, 384311.47756443365 3753870.5358592956, 384304.27784129913 3753919.0724501386, 384301.87020463526 3753968.0810203035, 384304.27784129913 3754017.0895904684, 384311.47756443365 3754065.6261813114, 384323.40003676916 3754113.2233589306, 384339.93043837964 3754159.422736486, 384360.9095724611 3754203.7793887164, 384386.135398484 3754245.8661368135, 384415.3649779539 3754285.2776623853, 384448.316814042 3754321.634410897, 384484.6735625534 3754354.586246985, 384524.08508812543 3754383.8158264547, 384566.17183622223 3754409.041652478, 384610.5284884527 3754430.020786559, 384656.727866008 3754446.5511881695, 384704.3250436272 3754458.4736605054, 384752.86163447046 3754465.6733836397, 384801.87020463526 3754468.0810203035, 384850.87877480005 3754465.6733836397, 384899.41536564333 3754458.4736605054, 384947.0125432625 3754446.5511881695, 384993.2119208178 3754430.020786559, 385037.5685730483 3754409.041652478, 385079.6553211451 3754383.8158264547, 385119.0668467171 3754354.586246985, 385155.4235952285 3754321.634410897, 385188.3754313166 3754285.2776623853, 385217.6050107865 3754245.8661368135, 385242.8308368094 3754203.7793887164, 385263.80997089087 3754159.422736486, 385280.34037250135 3754113.2233589306, 385292.26284483686 3754065.6261813114, 385299.4625679714 3754017.0895904684, 385301.87020463526 3753968.0810203035))"
