APN,Application Received,Application Year,Council District,Address,City,Zip,Units Withdrawn,Replacement Unit,Latitude,Longitude
4239021019,10/29/2018,2018,11,1043 S ABBOT KINNEY BLVD,LOS ANGELES ,90291.0,1.0,,33.9920921,-118.4710078
4239022021,4/12/2018,2018,11,1118 S ELECTRIC AVE,VENICE ,90291.0,3.0,,34.0798072,-118.1389146
4239023032,1/11/2010,2010,11,511 E SAN JUAN AVE,VENICE ,90291.0,2.0,,45.440379,12.3159547
4239025017,12/4/2019,2019,11,648 E SAN JUAN AVE,LOS ANGELES ,90291.0,2.0,,33.993526,-118.4657745
4239026038,4/7/2016,2016,11,1212 S ELECTRIC AVE,LOS ANGELES ,90291.0,2.0,2.0,34.0788509,-118.1388925
4239028006,5/31/2017,2017,11,514 E SANTA CLARA AVE,LOS ANGELES ,90291.0,2.0,,34.0549076,-118.242643
4239029010,9/8/2021,2021,11,628 E SANTA CLARA AVE,LOS ANGELES ,90291.0,2.0,,34.0549076,-118.242643
4240005019,5/23/2017,2017,11,204 S RENNIE AVE,VENICE ,90291.0,2.0,,33.999788,-118.4748408
4240005024,3/3/2016,2016,11,211 S DIMMICK AVE,LOS ANGELES ,90291.0,2.0,,33.9998644,-118.474212
4240006009,4/10/2019,2019,11,236 S 5TH AVE,VENICE ,90291.0,4.0,,34.1488196,-118.0203179
4240006031,9/18/2012,2012,11,249 S RENNIE AVE,VENICE ,90291.0,2.0,2.0,33.9986756,-118.474148
4240010010,11/28/2018,2018,11,315 S 6TH AVE,LOS ANGELES ,90291.0,4.0,,34.0343597,-117.9816348
4240010014,1/16/2019,2019,11,337 S 6TH AVE,VENICE ,90291.0,2.0,,34.0341134,-117.982071
4240010032,9/20/2017,2017,11,332 S RENNIE AVE,VENICE ,90291.0,4.0,,33.9981811,-118.4722478
4240011024,11/26/2013,2013,11,617 E FLOWER AVE,VENICE ,90291.0,2.0,2.0,33.994091,-118.4527302
4240013017,1/26/2018,2018,11,648 E SUNSET AVE,LOS ANGELES ,90291.0,2.0,,33.9977876,-118.4689431
4240013021,3/5/2015,2015,11,664 E SUNSET AVE,LOS ANGELES ,90291.0,2.0,,33.9979695,-118.4685961
4240014012,12/3/2013,2013,11,521 E VERNON AVE,Los Angeles ,90291.0,2.0,,34.0042452,-118.2656585
4240014030,7/11/2017,2017,11,619 S 6TH AVE,LOS ANGELES ,90291.0,2.0,,34.0245631,-117.9904584
4240016055,6/19/2018,2018,11,829 E VERNON AVE,LOS ANGELES ,90291.0,2.0,,34.0040926,-118.2611981
4240016071,7/24/2018,2018,11,725 E VERNON AVE,LOS ANGELES ,90291.0,3.0,,34.004041,-118.2629628
4241005027,8/14/2018,2018,11,656 E CALIFORNIA AVE,VENICE ,90291.0,2.0,,34.1499882,-118.2481636
4241006026,6/3/2015,2015,11,750 E CALIFORNIA AVE,VENICE ,90291.0,2.0,,34.1499797,-118.2460945
4241007008,4/3/2019,2019,11,834 E CALIFORNIA AVE,LOS ANGELES ,90291.0,2.0,,34.149811,-118.2445017
4241007016,8/6/2015,2015,11,804 E CALIFORNIA AVE,VENICE ,90291.0,2.0,,34.1499755,-118.2454074
4241009006,10/16/2017,2017,11,918 E MILWOOD AVE,LOS ANGELES ,90291.0,2.0,,33.9962945,-118.4605624
4241011002,10/23/2017,2017,11,702 E MILWOOD AVE,VENICE ,90291.0,2.0,,33.9925634,-118.4631554
4241011036,11/17/2014,2014,11,1505 S OAKWOOD AVE,LOS ANGELES ,90291.0,1.0,,33.99404,-118.46194
4241013005,10/26/2010,2010,11,1615 S CRESCENT PL,VENICE ,90291.0,2.0,,33.994091,-118.4527302
4241013014,8/5/2014,2014,11,1649 S CRESCENT PL,Los Angeles ,90291.0,2.0,,33.9910508,-118.4613604
4241014022,2/12/2018,2018,11,1601 S SHELL AVE,LOS ANGELES ,90291.0,2.0,,33.9918617,-118.4623705
4241015021,1/22/2020,2020,11,710 E PALMS BLVD,LOS ANGELES ,90291.0,2.0,3.0,33.9922906,-118.4620908
4241015022,1/22/2020,2020,11,714 E PALMS BLVD,LOS ANGELES ,90291.0,2.0,,33.9923563,-118.4619465
4241016033,4/14/2014,2014,11,1608 S OAKWOOD AVE,VENICE ,90291.0,2.0,,33.994091,-118.4527302
4241019001,8/23/2018,2018,11,1711 S LINDEN AVE,VENICE ,90291.0,2.0,,33.994091,-118.4527302
4241020029,4/15/2013,2013,11,727 E SUPERBA AVE,VENICE ,90291.0,2.0,,33.9924953,-118.460592
4241021014,5/27/2009,2009,11,712 E SUPERBA AVE,VENICE ,90291.0,2.0,,33.9917515,-118.4604232
4241024027,9/8/2017,2017,11,953 E AMOROSO PL,LOS ANGELES ,90291.0,2.0,,33.9955304,-118.4567183
4241027015,8/19/2015,2015,11,1698 S ELECTRIC AVE,LOS ANGELES ,90291.0,1.0,,34.0777117,-118.1391279
4241028005,4/7/2014,2014,11,713 W VENICE BLVD,VENICE ,90291.0,5.0,4.0,27.0995339,-82.4582598
4241029029,1/9/2023,2023,11,812 E AMOROSO PL,LOS ANGELES ,90291.0,2.0,,33.9928451,-118.4582126
4241032004,4/22/2015,2015,11,848 W VENEZIA AVE,LOS ANGELES ,90291.0,2.0,,33.9933437,-118.4568372
4241033013,11/10/2015,2015,11,2209 S MARIAN PL,VENICE ,90291.0,2.0,,33.9935,-118.4555163
4242001028,10/1/2018,2018,11,1015 E VENICE BLVD,LOS ANGELES ,90291.0,3.0,,33.9945889,-118.4525794
4242002016,8/25/2015,2015,11,2319 S PENMAR AVE,VENICE ,90291.0,2.0,1.0,33.995616,-118.452035
4242013023,3/10/2015,2015,11,1208  PALMS BLVD,LOS ANGELES ,90291.0,2.0,,34.0009179,-118.4555154
4242013024,10/17/2016,2016,11,1900 S PENMAR AVE,LOS ANGELES ,90291.0,5.0,,34.0008886,-118.4555682
4242014015,12/17/2018,2018,11,1383 E VIENNA WAY,LOS ANGELES ,90291.0,2.0,,34.0024635,-118.4508554
4242014025,3/1/2024,2024,11,1348 E PALMS BLVD,LOS ANGELES ,90291.0,2.0,,34.002539,-118.4523836
4243002065,11/14/2019,2019,11,1169 E PALMS BLVD,VENICE ,90291.0,7.0,,34.0014716,-118.4564331
4243011013,4/15/2024,2024,11,843 E COMMONWEALTH AVE,LOS ANGELES ,90291.0,2.0,,34.0963566,-118.1164362
4244019018,8/24/2015,2015,11,1240 E MORNINGSIDE WAY,VENICE ,90291.0,2.0,,34.0041301,-118.4565317
4244019023,6/8/2016,2016,11,1210 E MORNINGSIDE WAY,LOS ANGELES ,90291.0,2.0,,34.0036507,-118.4573881
4244020033,11/22/2017,2017,11,1314 E MORNINGSIDE WAY,LOS ANGELES ,90291.0,2.0,,34.0048564,-118.4554378
4244025012,5/18/2016,2016,11,1365 E PRESTON WAY,LOS ANGELES ,90291.0,2.0,,34.0040571,-118.4528285
4244025030,3/21/2018,2018,11,1334 E APPLETON WAY,VENICE ,90291.0,2.0,,34.00420769999999,-118.454182
4244026006,6/17/2015,2015,11,1227 E PRESTON WAY,LOS ANGELES ,90291.0,2.0,,34.0025913,-118.4558387
4244027016,1/8/2016,2016,11,1240 E PRESTON WAY,VENICE ,90291.0,2.0,,34.0024001,-118.4552129
4244028003,5/8/2019,2019,11,1307 E PALMS BLVD,VENICE ,90291.0,2.0,,34.0022469,-118.4536418
4244028021,5/8/2014,2014,11,1380 E PRESTON WAY,VENICE ,90291.0,2.0,,34.003873,-118.4521938
4245023022,11/12/2013,2013,11,13263 W VENICE BLVD,Los Angeles ,90066.0,2.0,,34.0452252,-118.350816
4246007015,4/8/2024,2024,11,3541 S CENTINELA AVE,LOS ANGELES ,90066.0,2.0,,34.009383,-118.4381925
4246008010,11/6/2019,2019,11,3571 S CENTINELA AVE,LOS ANGELES ,90066.0,2.0,,34.0085067,-118.4376817
4246028015,1/4/2018,2018,11,12625 W VENICE BLVD,LOS ANGELES ,90066.0,5.0,,34.0452252,-118.350816
4248023002,12/18/2019,2019,11,12107 W CHARNOCK RD,LOS ANGELES ,90066.0,2.0,2.0,34.0102059,-118.4321137
4248023012,12/2/2016,2016,11,3564 S GRAND VIEW BLVD,LOS ANGELES ,90066.0,2.0,,34.0102592,-118.4348033
4248026019,12/29/2017,2017,11,3635 S GRAND VIEW BLVD,LOS ANGELES ,90066.0,2.0,,34.0078883,-118.4338351
4248027003,7/10/2020,2020,11,3662 S GRAND VIEW BLVD,LOS ANGELES ,90066.0,3.0,,34.00770860000001,-118.4326158
4248027003,10/5/2022,2022,11,12119 W VICTORIA AVE,LOS ANGELES ,90066.0,1.0,,34.0050173,-118.4338345
4249026027,1/8/2018,2018,11,3485 S SAWTELLE BLVD,LOS ANGELES ,90066.0,20.0,,34.0170098,-118.4246009
4250024027,9/18/2008,2008,11,3271 S SAWTELLE BLVD,Los Angeles ,90066.0,1.0,,34.0212432,-118.4279388
4250024030,9/18/2008,2008,11,3281 S SAWTELLE BLVD,Los Angeles ,90066.0,2.0,,34.0210265,-118.4277744
4251002003,4/1/2015,2015,5,2805 S SEPULVEDA BLVD,LOS ANGELES ,90064.0,3.0,25.0,34.0296973,-118.4301408
4252007021,9/18/2014,2014,5,3735 S BENTLEY AVE,Los Angeles ,90034.0,3.0,,34.0148117,-118.4169991
4252007039,9/18/2014,2014,5,3729 S BENTLEY AVE,Los Angeles ,90034.0,3.0,,34.0149301,-118.4170916
4252008020,2/9/2018,2018,5,3716 S BENTLEY AVE,LOS ANGELES ,90034.0,2.0,,34.0154467,-118.4167467
4252008023,1/18/2024,2024,5,3732 S BENTLEY AVE,LOS ANGELES ,90034.0,2.0,,34.015098,-118.416478
4252020024,2/6/2023,2023,5,3754 S VETERAN AVE,LOS ANGELES ,90034.0,3.0,,34.0163877,-118.4129193
4252021017,10/13/2016,2016,5,3675 S KELTON AVE,LOS ANGELES ,90034.0,2.0,,34.0180602,-118.413648
4252023016,8/6/2018,2018,5,10810 W TABOR ST,LOS ANGELES ,90034.0,2.0,,34.0216672,-118.4130181
4252024020,5/30/2024,2024,5,3676 S KELTON AVE,LOS ANGELES ,90034.0,2.0,,34.0182758,-118.4132698
4252025007,10/1/2014,2014,5,3743 S MIDVALE AVE,Los Angeles ,90034.0,3.0,14.0,34.0172961,-118.4118712
4252025030,1/13/2017,2017,5,3726 S KELTON AVE,LOS ANGELES ,90034.0,2.0,5.0,34.0174483,-118.4125712
4252025032,9/5/2014,2014,5,3714 S KELTON AVE,Los Angeles ,90034.0,2.0,,34.017828,-118.4128976
4252025033,9/5/2014,2014,5,3712 S KELTON AVE,Los Angeles ,90034.0,2.0,,34.01778,-118.41289
4252030034,1/7/2020,2020,5,3746 S GLENDON AVE,LOS ANGELES ,90034.0,2.0,,34.0186682,-118.4093394
4252034039,12/22/2020,2020,5,3567 S OVERLAND AVE,LOS ANGELES ,90034.0,4.0,,34.0229234,-118.4105369
4252034042,6/2/2017,2017,5,10702 W TABOR ST,LOS ANGELES ,90034.0,4.0,,34.0230632,-118.4105625
4252035041,6/18/2018,2018,5,10701 W TABOR ST,LOS ANGELES ,90034.0,8.0,,34.0233116,-118.4109416
4254024024,11/6/2014,2014,5,10704 W ROSE AVE,Los Angeles ,90034.0,5.0,,34.1351095,-118.2041212
4254026009,6/5/2023,2023,5,10723 W PALMS BLVD,LOS ANGELES ,90034.0,2.0,,34.0063716,-118.4458212
4256012001,11/19/2014,2014,5,11209 W RICHLAND AVE,LOS ANGELES ,90064.0,4.0,13.0,34.0328409,-118.4330535
4256012009,6/18/2014,2014,5,2585 S SEPULVEDA BLVD,Los Angeles ,90064.0,2.0,,34.0330409,-118.432923
4256013024,8/20/2018,2018,5,11204 W RICHLAND AVE,LOS ANGELES ,90064.0,3.0,,34.032688,-118.4326352
4256015013,4/30/2018,2018,5,2606 S SEPULVEDA BLVD,LOS ANGELES ,90064.0,4.0,,34.03288020000001,-118.4320767
4256015014,4/30/2018,2018,5,2600 S SEPULVEDA BLVD,LOS ANGELES ,90064.0,2.0,,34.0330645,-118.4319978
4256030015,6/27/2014,2014,5,2602 S KELTON AVE,Los Angeles ,90064.0,4.0,,34.0359004,-118.4271458
4257013024,12/10/2019,2019,11,2600 S STONER AVE,LOS ANGELES ,90064.0,6.0,,34.0271153,-118.4432235
4257022046,10/30/2013,2013,11,12107 W OCEAN PARK BLVD,Los Angeles ,90064.0,4.0,,34.0245096,-118.4468417
4258017005,10/29/2018,2018,11,2906 S SAWTELLE BLVD,LOS ANGELES ,90064.0,6.0,,34.027152,-118.4316247
4258017062,10/2/2007,2007,11,2884 S SAWTELLE BLVD,Los Angeles ,90064.0,38.0,,34.0275362,-118.4315985
4259004030,2/19/2020,2020,11,1624 S AMHERST AVE,LOS ANGELES ,90025.0,2.0,,34.0458135,-118.4726024
4259014019,7/10/2017,2017,99,1737 S WESTGATE AVE,LOS ANGELES ,90025.0,3.0,,34.0386068,-118.45624
4259015031,2/13/2019,2019,11,1803 S WESTGATE AVE,LOS ANGELES ,90025.0,2.0,,34.037996,-118.4556166
4259027011,9/23/2021,2021,11,2238 S CARMELINA AVE,LOS ANGELES ,90064.0,4.0,,34.0300364,-118.454851
4259027012,9/23/2021,2021,11,2242 S CARMELINA AVE,LOS ANGELES ,90064.0,3.0,,34.0299208,-118.4548133
4259027013,12/27/2021,2021,11,2248 S CARMELINA AVE,LOS ANGELES ,90064.0,3.0,,34.0298542,-118.4546353
4259031007,11/13/2020,2020,11,2222 S AMHERST AVE,LOS ANGELES ,90064.0,2.0,,34.0469105,-118.4738933
4259039008,12/16/2016,2016,11,11902 W PICO BLVD,LOS ANGELES ,90064.0,4.0,100.0,34.0299424,-118.448367
4260006006,6/9/2015,2015,11,2120 S FEDERAL AVE,LOS ANGELES ,90025.0,2.0,2.0,34.0363824,-118.4464593
4260006007,5/27/2015,2015,11,2116 S FEDERAL AVE,Los Angeles ,90025.0,3.0,2.0,34.0365464,-118.4464543
4260032006,9/19/2023,2023,11,2452 S BARRINGTON AVE,LOS ANGELES ,90064.0,2.0,,34.0304311,-118.4443528
4260032036,10/7/2021,2021,11,2444 S BARRY AVE,LOS ANGELES ,90064.0,3.0,,34.0149609,-118.4320585
4260032040,3/1/2016,2016,11,2439 S FEDERAL AVE,LOS ANGELES ,90064.0,3.0,3.0,34.0313361,-118.4435148
4260032044,8/23/2023,2023,11,2456 S BARRINGTON AVE,LOS ANGELES ,90064.0,4.0,,34.0303297,-118.4443187
4260032045,9/7/2023,2023,11,2448 S BARRINGTON AVE,LOS ANGELES ,90064.0,4.0,,34.0305294,-118.4444639
4260032059,1/6/2022,2022,11,2444 S BARRY AVE,LOS ANGELES ,90064.0,8.0,,34.0149609,-118.4320585
4260033029,6/10/2021,2021,11,11621 W AYRES AVE,LOS ANGELES ,90064.0,2.0,,34.0292204,-118.4489521
4260034033,4/24/2018,2018,11,2412 S FEDERAL AVE,LOS ANGELES ,90064.0,4.0,,34.0321796,-118.4430106
4260040011,12/28/2023,2023,11,2481 S SAWTELLE BLVD,LOS ANGELES ,90064.0,4.0,,34.0332394,-118.437394
4261001003,4/16/2014,2014,11,1509 S COLBY AVE,Los Angeles ,90025.0,10.0,,34.045785,-118.4537966
4261001004,4/16/2014,2014,11,1515 S COLBY AVE,Los Angeles ,90025.0,8.0,,34.0456592,-118.4537374
4261001005,4/16/2014,2014,11,1519 S COLBY AVE,Los Angeles ,90025.0,8.0,,34.0455879,-118.4536244
4261001006,4/16/2014,2014,11,1523 S COLBY AVE,Los Angeles ,90025.0,8.0,,34.04547,-118.45353
4261006008,4/5/2012,2012,11,1523 S BELOIT AVE,Los Angeles ,90025.0,7.0,63.0,34.0387433,-118.4403584
4261006009,4/5/2012,2012,11,1531 S BELOIT AVE,Los Angeles ,90025.0,9.0,0.0,34.0387433,-118.4403584
4261008013,1/22/2020,2020,11,1656 S SAWTELLE BLVD,LOS ANGELES ,90025.0,3.0,,34.0458462,-118.4474586
4261008014,11/9/2016,2016,11,1652 1/4 S SAWTELLE BLVD,LOS ANGELES ,90025.0,8.0,,34.0459388,-118.4476671
4261009030,1/8/2014,2014,11,11310 W SANTA MONICA BLVD,Los Angeles ,90025.0,9.0,,34.04611730000001,-118.448808
4261013031,10/21/2013,2013,11,1642 S FEDERAL AVE,Los Angeles ,90025.0,1.0,8.0,34.0437545,-118.4527487
4261014012,5/1/2019,2019,11,1721 S COLBY AVE,LOS ANGELES ,90025.0,7.0,,34.0424458,-118.4510097
4261014013,3/20/2019,2019,11,1723 S COLBY AVE,LOS ANGELES ,90025.0,2.0,,34.0423801,-118.4508651
4261014020,7/24/2007,2007,11,1742 S FEDERAL AVE,Los Angeles ,90025.0,12.0,,34.0416225,-118.4509843
4261019006,11/3/2017,2017,11,1775  BELOIT ,LOS ANGELES ,90025.0,10.0,,34.0447186,-118.4458251
4261021013,8/24/2010,2010,11,11321 W MISSOURI AVE,Los Angeles ,90025.0,4.0,9.0,34.0422195,-118.4457817
4261021024,9/25/2014,2014,11,1831 S SAWTELLE BLVD,Los Angeles ,90025.0,10.0,30.0,34.0429995,-118.445757
4261022052,8/11/2015,2015,11,1828 S BUTLER AVE,LOS ANGELES ,90025.0,8.0,,34.0448583,-118.4484367
4261024022,4/16/2014,2014,11,1854 S COLBY AVE,Los Angeles ,90025.0,8.0,0.0,34.0404749,-118.4487175
4261024025,9/17/2014,2014,11,1836 S COLBY AVE,Los Angeles ,90025.0,6.0,49.0,34.0407387,-118.4487624
4261024026,3/24/2014,2014,11,1850 S COLBY AVE,Los Angeles ,90025.0,18.0,0.0,34.0405419,-118.4486983
4261027003,1/11/2024,2024,11,1906 S COLBY AVE,LOS ANGELES ,90025.0,2.0,,34.0401677,-118.4482896
4261028020,12/6/2022,2022,11,1938 S BUTLER AVE,LOS ANGELES ,90025.0,2.0,,34.0448583,-118.4484367
4261031002,10/25/2007,2007,11,1921 S BELOIT AVE,Los Angeles ,90025.0,11.0,,34.0387433,-118.4403584
4261031003,10/25/2007,2007,11,1929 S BELOIT AVE,Los Angeles ,90025.0,22.0,,34.0387433,-118.4403584
4261031020,10/25/2007,2007,11,11260 W MISSOURI AVE,Los Angeles ,90025.0,19.0,,34.04272,-118.44434
4261032003,3/14/2024,2024,11,11264 W LA GRANGE AVE,LOS ANGELES ,90025.0,2.0,,34.0411287,-118.4429691
4261032007,3/14/2024,2024,11,2013 S BELOIT AVE,LOS ANGELES ,90025.0,2.0,,34.0387433,-118.4403584
4261033002,7/29/2014,2014,11,11322 W LA GRANGE AVE,Los Angeles ,90025.0,2.0,,34.0404132,-118.4443397
4261036019,4/5/2017,2017,11,11517 W MISSISSIPPI AVE,LOS ANGELES ,90025.0,2.0,2.0,34.0558367,-118.4193427
4261037019,2/19/2016,2016,11,2026 S FEDERAL AVE,LOS ANGELES ,90025.0,2.0,,34.0376094,-118.4475727
4262003005,3/18/2022,2022,11,11706 W OHIO AVE,LOS ANGELES ,90025.0,4.0,,34.0411532,-118.4620128
4262013008,2/20/2013,2013,11,11764 W IDAHO AVE,Los Angeles ,90025.0,2.0,8.0,34.04172000000001,-118.4563187
4262015009,8/22/2014,2014,11,1721 S GRANVILLE AVE,Los Angeles ,90025.0,2.0,4.0,34.0395654,-118.4557483
4262017022,11/8/2012,2012,11,1744 S STONER AVE,Los Angeles ,90025.0,4.0,,34.0399516,-118.4538008
4262018026,8/2/2023,2023,11,1734 S BARRINGTON AVE,LOS ANGELES ,90025.0,3.0,,34.0406186,-118.4529098
4262019024,3/18/2015,2015,11,1729 S FEDERAL AVE,LOS ANGELES ,90025.0,15.0,25.0,34.0416259,-118.4517561
4262021012,8/1/2022,2022,11,1851 S BARRY AVE,LOS ANGELES ,90025.0,2.0,,34.0149609,-118.4320585
4262021013,8/1/2022,2022,11,1855 S BARRY AVE,LOS ANGELES ,90025.0,3.0,,34.0149609,-118.4320585
4262022026,8/16/2013,2013,11,11733 W MISSOURI AVE,Los Angeles ,90025.0,3.0,,34.03827570000001,-118.4523484
4262027023,6/30/2023,2023,11,11612 W MISSOURI AVE,LOS ANGELES ,90025.0,2.0,,34.039329,-118.4498888
4262027027,10/31/2011,2011,11,1920 S BARRY AVE,Los Angeles ,90025.0,3.0,,34.0149609,-118.4320585
4262027029,11/3/2023,2023,11,1921 S FEDERAL AVE,LOS ANGELES ,90025.0,2.0,,34.03901,-118.4494895
4262029004,7/3/2020,2020,11,11642 W LA GRANGE AVE,LOS ANGELES ,90025.0,2.0,,34.0376432,-118.4489967
4262030006,3/3/2016,2016,11,2011 S BARRY AVE,LOS ANGELES ,90025.0,3.0,,34.0149609,-118.4320585
4263007028,11/30/2018,2018,11,11821 W TEXAS AVE,LOS ANGELES ,90025.0,7.0,8.0,34.0458852,-118.4617978
4263007078,10/7/2014,2014,11,1217 S WESTGATE AVE,Los Angeles ,90025.0,8.0,,34.046661,-118.463284
4263007079,10/7/2014,2014,11,1223 S WESTGATE AVE,Los Angeles ,90025.0,9.0,,34.0465521,-118.4631867
4263007082,10/7/2014,2014,11,1227 S WESTGATE AVE,Los Angeles ,90025.0,8.0,,34.0464582,-118.4630494
4263007085,10/7/2014,2014,11,1235 S WESTGATE AVE,Los Angeles ,90025.0,10.0,,34.0462846,-118.4629029
4263008009,5/3/2016,2016,11,1261 S STONER AVE,LOS ANGELES ,90025.0,6.0,8.0,34.0470348,-118.4607656
4263009030,5/8/2023,2023,11,11728 W WILSHIRE BLVD,LOS ANGELES ,90025.0,712.0,,34.04810870000001,-118.4601575
4263011009,5/10/2017,2017,11,1263 S BARRY AVE,LOS ANGELES ,90025.0,7.0,0.0,34.0293548,-118.4426395
4263011011,5/10/2017,2017,11,1267 S BARRY AVE,LOS ANGELES ,90025.0,9.0,18.0,34.0293548,-118.4426395
4263015016,1/30/2017,2017,11,11549 W ROCHESTER AVE,LOS ANGELES ,90025.0,5.0,36.0,34.0477794,-118.4560706
4263015019,1/5/2017,2017,11,1330 S FEDERAL AVE,LOS ANGELES ,90025.0,16.0,0.0,34.04765500000001,-118.4562408
4263016013,6/13/2016,2016,11,1456 S BUTLER AVE,LOS ANGELES ,90025.0,3.0,,34.0448583,-118.4484367
4263020011,4/24/2017,2017,11,1444 S BARRINGTON AVE,LOS ANGELES ,90025.0,14.0,20.0,34.0451264,-118.4569921
4263023020,8/5/2016,2016,11,1301 S WESTGATE AVE,LOS ANGELES ,90025.0,8.0,27.0,34.0451797,-118.4618008
4263031016,5/17/2017,2017,11,1437 S ARMACOST AVE,LOS ANGELES ,90025.0,4.0,0.0,34.0428207,-118.4614261
4263031018,4/19/2017,2017,11,1441 S ARMACOST AVE,LOS ANGELES ,90025.0,9.0,19.0,34.0426888,-118.4613413
4263032033,11/19/2014,2014,11,11859 W SANTA MONICA BLVD,LOS ANGELES ,90025.0,2.0,,34.0423965,-118.4596846
4263033021,4/21/2014,2014,11,1528 S ARMACOST AVE,Los Angeles ,90025.0,2.0,,34.0412721,-118.4592676
4263033022,4/21/2014,2014,11,1522 S ARMACOST AVE,Los Angeles ,90025.0,8.0,,34.04137,-118.4593583
4263034017,8/31/2016,2016,11,1553 S ARMACOST AVE,LOS ANGELES ,90025.0,6.0,,34.0404179,-118.4593096
4263034024,7/17/2017,2017,11,1550 S BROCKTON AVE,LOS ANGELES ,90025.0,9.0,9.0,34.0403844,-118.4599393
4263034027,7/17/2017,2017,11,1532 S BROCKTON AVE,LOS ANGELES ,90025.0,8.0,29.0,34.0407785,-118.4601062
4263034028,7/17/2017,2017,11,1528 S BROCKTON AVE,LOS ANGELES ,90025.0,9.0,0.0,34.0408481,-118.4603388
4263034029,7/17/2017,2017,11,1522 S BROCKTON AVE,LOS ANGELES ,90025.0,10.0,0.0,34.0409255,-118.4604387
4263039017,1/22/2020,2020,11,1522 S WELLESLEY AVE,LOS ANGELES ,90025.0,2.0,2.0,34.0384436,-118.4636833
4264007009,1/4/2017,2017,11,751 S BURLINGAME AVE,LOS ANGELES ,90049.0,6.0,,34.0428007,-118.4824381
4264011019,2/3/2022,2022,11,12231 W GORHAM AVE,LOS ANGELES ,90049.0,4.0,,34.0482175,-118.4737479
4264015021,5/21/2010,2010,11,12319 W GORHAM AVE,Los Angeles ,90049.0,2.0,2.0,34.0471137,-118.4750767
4264015022,5/21/2010,2010,11,12323 W GORHAM AVE,Los Angeles ,90049.0,3.0,2.0,34.0469951,-118.4751508
4264015023,5/21/2010,2010,11,12327 W GORHAM AVE,Los Angeles ,90049.0,3.0,2.0,34.0469617,-118.4752661
4264015026,10/30/2017,2017,11,12337 W GORHAM AVE,LOS ANGELES ,90049.0,2.0,,34.046673,-118.4754766
4264015026,1/7/2020,2020,11,12337 W GORHAM AVE,LOS ANGELES ,90049.0,2.0,,34.046673,-118.4754766
4264026029,5/29/2014,2014,11,12102 W GOSHEN AVE,Los Angeles ,90049.0,15.0,0.0,34.0446481,-118.4684115
4264026030,5/29/2014,2014,11,1157 S BUNDY DR,Los Angeles ,90049.0,12.0,33.0,34.044517,-118.4683511
4265005019,11/6/2017,2017,11,11670 W DARLINGTON AVE,LOS ANGELES ,90049.0,4.0,,34.0530081,-118.4634902
4265007044,9/4/2014,2014,11,11973 W MONTANA AVE,Los Angeles ,90049.0,12.0,,34.0513944,-118.4724618
4265007045,9/4/2014,2014,11,11965 W MONTANA AVE,Los Angeles ,90049.0,20.0,,34.051313,-118.4722081
4265008042,5/14/2019,2019,11,11727 W KIOWA AVE,LOS ANGELES ,90049.0,8.0,,34.0506519,-118.4635424
4265012047,6/25/2014,2014,11,11931 W GOSHEN AVE,Los Angeles ,90049.0,9.0,9.0,34.0474057,-118.4658289
4265013062,2/7/2024,2024,11,11832 W KIOWA AVE,LOS ANGELES ,90049.0,9.0,,34.0488924,-118.4647485
4265015010,10/13/2017,2017,11,11837 W MAYFIELD AVE,LOS ANGELES ,90049.0,8.0,26.0,34.0499413,-118.4662052
4265015011,3/24/2017,2017,11,11841 W MAYFIELD AVE,LOS ANGELES ,90049.0,9.0,0.0,34.0498305,-118.4663135
4265015039,12/9/2015,2015,11,11837 W KIOWA AVE,LOS ANGELES ,90049.0,8.0,29.0,34.0490751,-118.4652419
4265015148,12/9/2015,2015,11,11847 W KIOWA AVE,LOS ANGELES ,90049.0,8.0,0.0,34.0491972,-118.4653333
4265015149,12/9/2015,2015,11,11841 W KIOWA AVE,LOS ANGELES ,90049.0,8.0,0.0,34.0490353,-118.4653022
4265017003,11/6/2017,2017,11,11813 W DOROTHY ST,LOS ANGELES ,90049.0,7.0,9.0,34.0518496,-118.4672944
4265017031,3/14/2012,2012,11,11809 W DARLINGTON AVE,Los Angeles ,90049.0,8.0,0.0,34.0511206,-118.4662718
4265017032,3/14/2012,2012,11,11811 W DARLINGTON AVE,Los Angeles ,90049.0,8.0,26.0,34.0511487,-118.4664487
4265017034,11/6/2012,2012,11,11823 W DARLINGTON AVE,Los Angeles ,90049.0,11.0,14.0,34.050939,-118.4667513
4265017049,10/6/2010,2010,11,11818 W DOROTHY ST,Los Angeles ,90049.0,12.0,26.0,34.0514065,-118.4670085
4265021035,12/18/2019,2019,11,11938 W DOROTHY ST,LOS ANGELES ,90049.0,8.0,,34.04974139999999,-118.4690334
4267029014,3/1/2018,2018,11,12401 W IDAHO AVE,LOS ANGELES ,90025.0,2.0,,34.0366141,-118.4641685
4267030003,1/23/2013,2013,11,1512 S CARMELINA AVE,Los Angeles ,90025.0,2.0,,34.037903,-118.464799
4267034013,12/3/2014,2014,11,1326 S CENTINELA AVE,LOS ANGELES ,90025.0,9.0,10.0,34.039591,-118.4683529
4267034100,6/22/2021,2021,11,1323 S CARMELINA AVE,LOS ANGELES ,90025.0,1.0,,34.0400054,-118.4680563
4267034101,6/22/2021,2021,11,1323 S CARMELINA AVE,LOS ANGELES ,90025.0,1.0,,34.0400054,-118.4680563
