APN,Application Received,Application Year,Council District,Address,City,Zip,Units Withdrawn,Replacement Unit,Latitude,Longitude
5063025027,9/28/2021,2021,10,2111 S RIDGELEY DR,LOS ANGELES ,90016.0,2.0,4.0,34.0380997,-118.3598982
5064002017,4/27/2023,2023,10,1612 S BURNSIDE AVE,LOS ANGELES ,90019.0,2.0,,34.0437541,-118.3562065
5064007032,3/25/2022,2022,10,1814 S HAUSER BLVD,LOS ANGELES ,90019.0,2.0,,34.0413208,-118.3592054
5064009032,6/15/2016,2016,10,1765 S HAUSER BLVD,LOS ANGELES ,90019.0,2.0,3.0,34.0422337,-118.3595483
5064015009,12/11/2018,2018,10,1854 S CURSON AVE,LOS ANGELES ,90019.0,2.0,3.0,34.0418692,-118.3624887
5064016009,2/26/2015,2015,10,1922 S CURSON AVE,LOS ANGELES ,90016.0,2.0,,34.0399719,-118.3631109
5064019001,3/23/2023,2023,10,2000 S CLYDE AVE,LOS ANGELES ,90016.0,3.0,,34.0402185,-118.3639629
5064019011,7/16/2018,2018,10,1901 S CURSON AVE,LOS ANGELES ,90016.0,3.0,4.0,34.0403586,-118.3634727
5064023007,7/22/2020,2020,10,2241 S CLYDE AVE,LOS ANGELES ,90016.0,3.0,,34.0368775,-118.3658961
5064023009,3/1/2023,2023,10,5609 W WASHINGTON BLVD,LOS ANGELES ,90016.0,3.0,,34.0365432,-118.3660874
5064023016,3/23/2018,2018,10,2310 S THURMAN AVE,LOS ANGELES ,90016.0,2.0,,34.0368613,-118.3665797
5064023017,3/23/2018,2018,10,2304 S THURMAN AVE,LOS ANGELES ,90016.0,3.0,,34.0368735,-118.3664687
5064023018,3/23/2018,2018,10,2302 S THURMAN AVE,LOS ANGELES ,90016.0,3.0,,34.0371325,-118.3670395
5065006016,10/25/2023,2023,10,2627 S CULLEN ST,LOS ANGELES ,90034.0,4.0,,34.033307,-118.3775862
5065008009,1/28/2019,2019,10,8620 W OLIN ST,LOS ANGELES ,90034.0,4.0,,34.0343087,-118.3809525
5065021009,10/5/2016,2016,10,5841 W DAVID AVE,LOS ANGELES ,90034.0,4.0,,34.0349713,-118.3718036
5066005004,8/31/2021,2021,10,6082 W 18TH ST,LOS ANGELES ,90035.0,3.0,,34.0440718,-118.3758863
5067002050,2/8/2021,2021,10,1700 S REDONDO BLVD,LOS ANGELES ,90019.0,2.0,,34.0441975,-118.3505453
5067002055,1/31/2022,2022,10,5075 W PICKFORD ST,LOS ANGELES ,90019.0,2.0,,34.0435,-118.35035
5067003010,1/22/2020,2020,10,1627 S MANSFIELD AVE,LOS ANGELES ,90019.0,2.0,2.0,34.044765,-118.3473134
5067004025,5/31/2023,2023,10,1710 S LA BREA AVE,LOS ANGELES ,90019.0,4.0,,34.0436905,-118.3458524
5067004044,4/5/2021,2021,10,1716 S MANSFIELD AVE,LOS ANGELES ,90019.0,2.0,,34.0439112,-118.3470177
5067005014,10/24/2022,2022,10,1669 S HIGHLAND AVE,LOS ANGELES ,90019.0,2.0,,34.0441288,-118.3451083
5067005018,3/20/2019,2019,10,1626 S LA BREA AVE,LOS ANGELES ,90019.0,3.0,4.0,34.0448896,-118.3454132
5067007029,12/27/2022,2022,10,4838 W ST CHARLES PL,LOS ANGELES ,90019.0,2.0,,34.0425315,-118.3308987
5067008019,2/24/2022,2022,10,4836 W 17TH ST,LOS ANGELES ,90019.0,2.0,4.0,34.0450666,-118.342527
5067009008,5/26/2017,2017,10,4839 W 18TH ST,LOS ANGELES ,90019.0,2.0,4.0,34.0428085,-118.3435828
5067010004,8/25/2015,2015,10,4836 W 18TH ST,LOS ANGELES ,90019.0,2.0,3.0,34.0424081,-118.3437356
5067011021,9/11/2019,2019,10,1737 S LONGWOOD AVE,LOS ANGELES ,90019.0,2.0,,34.0435296,-118.3442659
5067013028,5/8/2019,2019,10,1806 S LA BREA AVE,LOS ANGELES ,90019.0,2.0,,34.0421255,-118.3466025
5067018013,10/29/2019,2019,10,1858 S REDONDO BLVD,LOS ANGELES ,90019.0,2.0,4.0,34.0421543,-118.3521541
5067018026,9/11/2019,2019,10,5149 1/2 W WASHINGTON BLVD,LOS ANGELES ,90019.0,2.0,,34.0404286,-118.3474795
5067019025,9/22/2016,2016,10,1815 S REDONDO BLVD,LOS ANGELES ,90019.0,2.0,,34.0433408,-118.3522538
5067019026,3/19/2018,2018,10,1821 S REDONDO BLVD,LOS ANGELES ,90019.0,5.0,,34.043059,-118.3523386
5067019027,3/19/2018,2018,10,1827 S REDONDO BLVD,LOS ANGELES ,90019.0,4.0,,34.0431346,-118.3526468
5068003003,4/8/2022,2022,10,6142 W ALCOTT ST,LOS ANGELES ,90035.0,2.0,,34.0520592,-118.3755273
5068004030,2/20/2019,2019,10,6064 W SATURN ST,LOS ANGELES ,90035.0,2.0,2.0,34.0507669,-118.373293
5068006007,10/5/2016,2016,10,6100 W HORNER ST,LOS ANGELES ,90035.0,2.0,,34.0494117,-118.3749423
5068007013,8/10/2016,2016,10,6105 W PICKFORD PL,LOS ANGELES ,90035.0,4.0,,34.048331,-118.3754173
5068007019,8/20/2013,2013,10,6062 W PICKFORD ST,Los Angeles ,90035.0,3.0,8.0,34.0483817,-118.3739346
5068007020,10/9/2013,2013,10,6068 W PICKFORD ST,Los Angeles ,90035.0,2.0,,34.0485565,-118.3741322
5068016022,9/18/2020,2020,10,1543 S HI POINT ST,LOS ANGELES ,90035.0,2.0,,34.0489131,-118.3697896
5068017013,4/2/2012,2012,10,1455 S HAYWORTH AVE,Los Angeles ,90035.0,3.0,,34.0500575,-118.3681098
5068017016,10/28/2015,2015,10,1426 S HAYWORTH AVE,LOS ANGELES ,90035.0,3.0,,34.0507146,-118.36746
5068017024,12/4/2013,2013,10,1445 S FAIRFAX AVE,Los Angeles ,90019.0,2.0,4.0,34.050184,-118.3671599
5068017036,5/8/2019,2019,10,1444 S HI POINT ST,LOS ANGELES ,90035.0,2.0,,34.0504667,-118.368634
5068017038,4/2/2012,2012,10,,,,4.0,,,
5068018004,4/14/2016,2016,10,1512 S HI POINT ST,LOS ANGELES ,90035.0,3.0,,34.0495031,-118.3689802
5068018034,4/14/2016,2016,10,5911 W PICKFORD ST,LOS ANGELES ,90035.0,2.0,,34.0481807,-118.3689507
5068021024,3/11/2020,2020,10,1501 S FAIRFAX AVE,LOS ANGELES ,90019.0,3.0,,34.0495984,-118.3673101
5068022025,11/7/2016,2016,10,1439 S ORANGE GROVE AVE,LOS ANGELES ,90019.0,4.0,,34.050142,-118.366118
5068026012,6/29/2020,2020,10,1568 S ORANGE GROVE AVE,LOS ANGELES ,90019.0,2.0,,34.047511,-118.3662836
5068026015,12/11/2019,2019,10,1550 S ORANGE GROVE AVE,LOS ANGELES ,90019.0,2.0,,34.0479404,-118.3661268
5068026019,4/29/2016,2016,10,1530 S ORANGE GROVE AVE,LOS ANGELES ,90019.0,2.0,17.0,34.0485167,-118.3659532
5069008018,7/6/2018,2018,10,1652 S GENESEE AVE,LOS ANGELES ,90019.0,2.0,,34.0454555,-118.3646979
5069015014,10/2/2019,2019,10,5729 W VENICE BLVD,LOS ANGELES ,90019.0,1.0,,34.0451134,-118.3521542
5069018014,5/5/2014,2014,10,5615 W SATURN ST,Los Angeles ,90019.0,2.0,,34.0487707,-118.3615122
5069018019,6/3/2010,2010,10,1423 S ELLSMERE AVE,Los Angeles ,90019.0,3.0,,34.049289,-118.360911
5069019003,3/2/2022,2022,10,1401 S CURSON AVE,LOS ANGELES ,90019.0,4.0,,34.0494878,-118.3600984
5069019031,8/6/2020,2020,10,1419 S SIERRA BONITA AVE,LOS ANGELES ,90019.0,2.0,,34.048788,-118.3593665
5069023003,3/4/2020,2020,10,1562 S CURSON AVE,LOS ANGELES ,90019.0,2.0,,34.0464686,-118.3606664
5069026016,9/12/2018,2018,10,1636 S SIERRA BONITA AVE,LOS ANGELES ,90019.0,2.0,,34.0446757,-118.3604849
5069034004,11/19/2013,2013,10,1552 S BURNSIDE AVE,Los Angeles ,90019.0,2.0,,34.0450764,-118.3557612
5070001029,8/24/2011,2011,10,1326 S HIGHLAND AVE,Los Angeles ,90019.0,2.0,,34.0487903,-118.3429255
5070005013,9/26/2018,2018,10,1280 S SYCAMORE AVE,LOS ANGELES ,90019.0,2.0,,34.0503134,-118.346848
5070008016,3/25/2022,2022,10,1278 S MEADOWBROOK AVE,LOS ANGELES ,90019.0,2.0,,34.05089299999999,-118.3489531
5070009014,10/16/2019,2019,10,1363 S MEADOWBROOK AVE,LOS ANGELES ,90019.0,2.0,4.0,34.0486969,-118.3504638
5070009024,11/2/2023,2023,10,1338 S CLOVERDALE AVE,LOS ANGELES ,90019.0,3.0,,34.0495203,-118.3508262
5070014010,6/7/2022,2022,10,1428 S CLOVERDALE AVE,LOS ANGELES ,90019.0,3.0,,34.0472408,-118.3517231
5070014041,5/15/2017,2017,10,1451 S MEADOWBROOK AVE,LOS ANGELES ,90019.0,3.0,4.0,34.0466354,-118.3512285
5070018007,5/22/2019,2019,10,1414 S ORANGE DR,LOS ANGELES ,90019.0,2.0,,34.0472038,-118.3467998
5071009038,4/2/2018,2018,10,1636 S LA FAYETTE ROAD,LOS ANGELES ,90019.0,2.0,,34.045253,-118.334129
5071013046,5/29/2019,2019,10,4522 W 17TH ST,LOS ANGELES ,90019.0,3.0,4.0,34.0434367,-118.3367183
5071015043,1/24/2022,2022,10,4514 W LOMITA ST,LOS ANGELES ,90019.0,3.0,,34.045103,-118.335852
5071018006,8/5/2015,2015,10,4727 W ST CHARLES PL,LOS ANGELES ,90019.0,2.0,,34.0438468,-118.3341463
5071018007,8/5/2015,2015,10,4723 W ST CHARLES PL,LOS ANGELES ,90019.0,2.0,,34.0438468,-118.3341463
5071018027,2/17/2022,2022,10,4654 W LOMITA ST,LOS ANGELES ,90019.0,2.0,,34.0460994,-118.3390777
5071020028,4/8/2022,2022,10,4712 W 17TH ST,LOS ANGELES ,90019.0,2.0,,34.0444026,-118.3403074
5071021031,5/28/2020,2020,10,4512 W ST ELMO DR,LOS ANGELES ,90019.0,2.0,,34.0414467,-118.3369318
5071022013,7/7/2017,2017,10,4627 W 18TH ST,LOS ANGELES ,90019.0,2.0,,34.0418209,-118.3400538
5071022030,2/5/2020,2020,10,4642 W ST ELMO DR,LOS ANGELES ,90019.0,2.0,5.0,34.0425758,-118.3403549
5071023015,8/26/2014,2014,10,4631 W PICKFORD ST,Los Angeles ,90019.0,1.0,0.0,34.04104,-118.3406113
5071023036,5/12/2017,2017,10,4632 W 18TH ST,LOS ANGELES ,90019.0,2.0,,34.0415703,-118.3403767
5071024023,5/11/2022,2022,10,4550 W 18TH ST,LOS ANGELES ,90019.0,3.0,,34.0410856,-118.3386523
5071024039,8/7/2019,2019,10,4557 W PICKFORD ST,LOS ANGELES ,90019.0,2.0,,34.0405168,-118.3389474
5072001027,8/21/2019,2019,10,1812 S CRENSHAW BLVD,LOS ANGELES ,90019.0,2.0,,34.04141329999999,-118.3297391
5072009029,3/21/2023,2023,10,1416 S NORTON AVE,LOS ANGELES ,90019.0,2.0,,34.0456236,-118.324098
5072010038,2/2/2023,2023,10,1618 S BRONSON AVE,LOS ANGELES ,90019.0,4.0,,34.043827,-118.3274033
5072013010,2/5/2020,2020,10,1831 S 12TH AVE,LOS ANGELES ,90019.0,2.0,,34.0404066,-118.3286392
5072017013,5/22/2019,2019,10,3617 W VENICE BLVD,LOS ANGELES ,90019.0,4.0,28.0,34.0462894,-118.3445643
5072022012,12/1/2022,2022,10,3417 W WASHINGTON BLVD,LOS ANGELES ,90018.0,2.0,,34.0402071,-118.3219489
5072033016,4/27/2022,2022,10,1615 S 2ND AVE,LOS ANGELES ,90019.0,3.0,,34.0489277,-118.3403506
5073005002,11/5/2018,2018,10,1509 S GRAMERCY PL,LOS ANGELES ,90019.0,4.0,,34.0450553,-118.3134385
5073009011,5/14/2019,2019,10,1546 S ST ANDREWS PL,LOS ANGELES ,90019.0,2.0,,34.0439719,-118.311156
5073017016,7/16/2015,2015,10,1633 S GRAMERCY PL,LOS ANGELES ,90019.0,1.0,7.0,34.0424104,-118.3133886
5073018013,10/29/2018,2018,10,1839 S GRAMERCY PL,LOS ANGELES ,90019.0,2.0,,34.0406111,-118.313391
5073025007,3/30/2016,2016,10,2365 W 20TH ST,LOS ANGELES ,90018.0,1.0,,34.039208,-118.316897
5074001018,10/24/2014,2014,10,2957 W 14TH ST,Los Angeles ,90006.0,2.0,,34.0465725,-118.3078733
5074008004,12/14/2016,2016,10,2122 W CAMBRIDGE ST,LOS ANGELES ,90006.0,2.0,,34.0442733,-118.3034135
5074008013,1/24/2011,2011,10,2117 W VENICE BLVD,Los Angeles ,90006.0,4.0,,34.043796,-118.3032388
5074025022,9/6/2023,2023,10,1684 S ARDMORE AVE,LOS ANGELES ,90006.0,2.0,,34.0427014,-118.3026066
5075003007,3/9/2020,2020,1,1336 S BERENDO ST,LOS ANGELES ,90006.0,2.0,,34.0461049,-118.2932916
5075007007,11/18/2014,2014,1,1314 S KENMORE AVE,LOS ANGELES ,90006.0,3.0,,34.0467878,-118.2967991
5075007008,8/4/2020,2020,1,1322 S KENMORE AVE,LOS ANGELES ,90006.0,3.0,,34.0465014,-118.2966305
5075007009,8/4/2020,2020,1,1326 S KENMORE AVE,LOS ANGELES ,90006.0,3.0,,34.0464038,-118.2968032
5075008010,6/3/2019,2019,1,1326 S MARIPOSA AVE,LOS ANGELES ,90006.0,2.0,,34.0463769,-118.2984131
5075008019,3/4/2015,2015,1,1415 S FEDORA ST,LOS ANGELES ,90006.0,3.0,,34.0546991,-118.2979644
5075008043,12/9/2014,2014,1,1424 S FEDORA ST,LOS ANGELES ,90006.0,6.0,,34.0545083,-118.2977231
5075010023,1/15/2010,2010,1,2715 W 14TH ST,Los Angeles ,90006.0,2.0,5.0,34.0465039,-118.3007937
5075010031,5/29/2015,2015,10,2717 W 14TH ST,LOS ANGELES ,90006.0,1.0,0.0,34.0465495,-118.3009473
5075010034,5/29/2015,2015,10,2717 W 14TH ST,LOS ANGELES ,90006.0,1.0,0.0,34.0465495,-118.3009473
5075019004,3/30/2022,2022,1,1731 S NEW HAMPSHIRE AVE,LOS ANGELES ,90006.0,2.0,,34.0418043,-118.2927578
5075019009,7/16/2018,2018,1,1807 S NEW HAMPSHIRE AVE,LOS ANGELES ,90006.0,2.0,,34.0411002,-118.2926323
5075022003,2/23/2018,2018,1,1641 S CATALINA ST,LOS ANGELES ,90006.0,6.0,,34.0431475,-118.2945814
5075029012,2/2/2018,2018,1,1950 S NORMANDIE AVE,LOS ANGELES ,90007.0,4.0,,34.0389025,-118.3000996
5075029015,4/18/2018,2018,1,1883 W 20TH ST,LOS ANGELES ,90007.0,8.0,,34.0383528,-118.2998232
5075030007,6/15/2021,2021,1,1870 W 20TH ST,LOS ANGELES ,90007.0,2.0,4.0,34.037889,-118.299571
5075030008,8/9/2021,2021,1,1876 W 20TH ST,LOS ANGELES ,90007.0,2.0,,34.0377701,-118.299718
5075032011,2/2/2023,2023,1,2009 S RAYMOND AVE,LOS ANGELES ,90007.0,4.0,,34.0361128,-118.2977826
5076002013,6/3/2015,2015,1,981 S WESTMORELAND AVE,LOS ANGELES ,90006.0,14.0,,34.0529716,-118.2894861
5076006025,11/18/2016,2016,1,2600 W SAN MARINO ST,LOS ANGELES ,90006.0,8.0,,34.05492,-118.28441
5076009012,7/11/2022,2022,1,1025 S MENLO AVE,LOS ANGELES ,90006.0,10.0,,33.8964466,-118.2892049
5076009013,11/9/2022,2022,1,1035 S MENLO AVE,LOS ANGELES ,90006.0,22.0,,33.8964466,-118.2892049
5076011002,6/25/2019,2019,1,1116 S WESTMORELAND AVE,LOS ANGELES ,90006.0,8.0,,34.050221,-118.2886743
5076011003,6/25/2019,2019,1,1122 S WESTMORELAND AVE,LOS ANGELES ,90006.0,8.0,,34.0500475,-118.2887187
5076012018,7/25/2022,2022,1,1101 S MAGNOLIA AVE,LOS ANGELES ,90006.0,2.0,,34.1403413,-118.0052404
5076013002,7/27/2015,2015,1,1110 S MAGNOLIA AVE,LOS ANGELES ,90006.0,4.0,9.0,34.0470832,-118.2965121
5076014014,5/29/2019,2019,1,1163 S HOOVER ST,LOS ANGELES ,90006.0,7.0,,34.0498261,-118.284409
5076016009,9/11/2019,2019,1,1248 S MAGNOLIA AVE,LOS ANGELES ,90006.0,3.0,,34.0470832,-118.2965121
5076018013,9/8/2021,2021,1,1200 S WESTMORELAND AVE,LOS ANGELES ,90006.0,6.0,,34.0488937,-118.2888705
5076018014,8/8/2018,2018,1,1212 S WESTMORELAND AVE,LOS ANGELES ,90006.0,4.0,,34.0487216,-118.2885832
5076019019,2/14/2011,2011,1,1230 S MENLO AVE,Los Angeles ,90006.0,8.0,60.0,33.8964466,-118.2892049
5076019023,2/14/2011,2011,1,1240 S MENLO AVE,Los Angeles ,90006.0,12.0,0.0,33.8964466,-118.2892049
5077001014,1/21/2014,2014,1,436 S COMMONWEALTH AVE,Los Angeles ,90020.0,12.0,,34.0655413,-118.2852672
5077015011,12/8/2016,2016,1,2847 W LEEWARD AVE,LOS ANGELES ,90005.0,8.0,,34.0590368,-118.2856109
5077015012,12/8/2016,2016,1,2841 W LEEWARD AVE,LOS ANGELES ,90005.0,10.0,,34.0590018,-118.2854137
5077015019,10/7/2008,2008,1,2822 W 7TH ST,Los Angeles ,90005.0,12.0,,34.05956,-118.28496
5077016017,6/10/2014,2014,1,2947 W LEEWARD AVE,Los Angeles ,90005.0,3.0,,34.0588809,-118.2880135
5077016018,5/14/2008,2008,1,2939 W LEEWARD AVE,Los Angeles ,90005.0,10.0,,34.05886,-118.28782
5077016019,6/10/2014,2014,1,2931 W LEEWARD AVE,Los Angeles ,90005.0,4.0,,34.05886,-118.28761
5077016020,6/10/2014,2014,1,2929 W LEEWARD AVE,Los Angeles ,90005.0,4.0,,34.0590283,-118.2875263
5077018005,1/10/2024,2024,1,2941 W 8TH ST,LOS ANGELES ,90005.0,4.0,,34.057994,-118.290252
5077020006,1/11/2017,2017,1,2745 W 8TH ST,LOS ANGELES ,90005.0,3.0,,34.0581448,-118.2855599
5077021014,9/30/2016,2016,1,2783 W FRANCIS AVE,LOS ANGELES ,90005.0,4.0,50.0,34.057092,-118.286388
5077021015,9/30/2016,2016,1,2791 W FRANCIS AVE,LOS ANGELES ,90005.0,4.0,0.0,34.0570666,-118.2865784
5077022017,2/9/2016,2016,1,2877 W FRANCIS AVE,LOS ANGELES ,90005.0,4.0,,34.05708,-118.288699
5077022018,2/9/2016,2016,1,2869 W FRANCIS AVE,LOS ANGELES ,90005.0,3.0,,34.05699329999999,-118.2884543
5077022025,9/30/2016,2016,1,2801 W FRANCIS AVE,LOS ANGELES ,90005.0,10.0,0.0,34.0570554,-118.2867022
5077022059,1/14/2019,2019,1,2859 W FRANCIS AVE,LOS ANGELES ,90005.0,2.0,,34.0570674,-118.2882411
5077023015,12/5/2008,2008,1,2914 W 8TH ST,Los Angeles ,90005.0,5.0,85.0,34.05751,-118.28966
5077024038,4/14/2015,2015,10,864 S VERMONT AVE,LOS ANGELES ,90005.0,10.0,,34.0561911,-118.2914979
5077025007,9/5/2007,2007,1,2836 W FRANCIS AVE,Los Angeles ,90005.0,8.0,,34.0565783,-118.287686
5077025015,10/31/2016,2016,1,2697 W JAMES M WOOD BLVD,LOS ANGELES ,90006.0,8.0,,34.0561677,-118.2867478
5077028034,12/6/2017,2017,1,2766 W JAMES M. WOOD BLVD,LOS ANGELES ,90006.0,2.0,,34.0557099,-118.2884941
5077029004,4/23/2021,2021,1,2821 W SAN MARINO ST,LOS ANGELES ,90006.0,3.0,,34.055204,-118.2897959
5077029006,9/1/2022,2022,1,2837 W SAN MARINO ST,LOS ANGELES ,90006.0,2.0,,34.0552588,-118.2901467
5077029021,4/24/2015,2015,1,2848 W JAMES M. WOOD BLVD,LOS ANGELES ,90006.0,20.0,,34.0557299,-118.29053
5078001002,8/21/2017,2017,10,943 S NORMANDIE AVE,LOS ANGELES ,90006.0,2.0,,34.0543742,-118.3002151
5078002020,9/4/2020,2020,10,964 S NORMANDIE AVE,LOS ANGELES ,90006.0,3.0,,34.0537278,-118.2998237
5078003003,1/22/2018,2018,10,951 S FEDORA ST,LOS ANGELES ,90006.0,2.0,,34.0546991,-118.2979644
5078003005,4/24/2018,2018,10,959 S FEDORA ST,LOS ANGELES ,90006.0,4.0,,34.0546991,-118.2979644
5078004019,6/21/2017,2017,10,968 S FEDORA ST,LOS ANGELES ,90006.0,2.0,50.0,34.0545083,-118.2977231
5078006016,11/7/2018,2018,10,982 S DEWEY AVE,LOS ANGELES ,90006.0,2.0,,34.0532327,-118.2955219
5078006018,4/3/2018,2018,10,974 S DEWEY AVE,LOS ANGELES ,90006.0,2.0,,34.053491,-118.2954865
5078006019,4/3/2018,2018,10,966 S DEWEY AVE,LOS ANGELES ,90006.0,3.0,,34.05363,-118.2956777
5078006028,12/19/2022,2022,10,975 S CATALINA ST,LOS ANGELES ,90006.0,4.0,,34.0535028,-118.2948965
5078007001,10/20/2022,2022,10,2970 W SAN MARINO ST,LOS ANGELES ,90006.0,2.0,,34.0543473,-118.2939393
5078007002,9/28/2022,2022,10,2974 W SAN MARINO ST,LOS ANGELES ,90006.0,4.0,,34.0543024,-118.2941221
5078008035,5/10/2017,2017,10,950 S BERENDO ST,LOS ANGELES ,90006.0,7.0,,34.0541245,-118.2934076
5078012003,2/17/2017,2017,10,1021 S BERENDO ST,LOS ANGELES ,90006.0,4.0,,34.0520831,-118.2938656
5078012004,2/17/2017,2017,10,1025 S BERENDO ST,LOS ANGELES ,90006.0,6.0,44.0,34.0519957,-118.2938567
5078012005,2/17/2017,2017,10,1029 S BERENDO ST,LOS ANGELES ,90006.0,4.0,,34.0519426,-118.2939412
5078013005,12/23/2015,2015,10,1021 S CATALINA ST,LOS ANGELES ,90006.0,4.0,,34.052056,-118.2949315
5078014011,5/1/2017,2017,10,1053 S DEWEY AVE,LOS ANGELES ,90006.0,2.0,,34.051178,-118.2960712
5078014012,1/31/2017,2017,10,1057 S DEWEY AVE,LOS ANGELES ,90006.0,5.0,,34.0510304,-118.2960764
5078014048,10/9/2019,2019,10,1035 S DEWEY AVE,LOS ANGELES ,90006.0,5.0,,34.0516732,-118.2960578
5078015021,12/11/2013,2013,10,1024 S FEDORA ST,Los Angeles ,90006.0,7.0,,34.0545083,-118.2977231
5078016010,6/20/2017,2017,10,1053 S FEDORA ST,LOS ANGELES ,90006.0,2.0,,34.0546991,-118.2979644
5078016016,1/13/2014,2014,1,1038 S MARIPOSA AVE,Los Angeles ,90006.0,2.0,32.0,34.0514401,-118.2986099
5078017004,8/7/2019,2019,10,1017 S MARIPOSA AVE,LOS ANGELES ,90006.0,6.0,,34.0521521,-118.2992416
5078017007,8/7/2019,2019,10,1029 S MARIPOSA AVE,LOS ANGELES ,90006.0,4.0,,34.0517805,-118.2991492
5078018007,6/18/2015,2015,10,1029 S NORMANDIE AVE,LOS ANGELES ,90006.0,2.0,,34.0517916,-118.3001872
5078019007,7/31/2017,2017,10,1127 S NORMANDIE AVE,LOS ANGELES ,90006.0,3.0,,34.0499805,-118.3001797
5078019028,4/13/2022,2022,10,1123 S NORMANDIE AVE,LOS ANGELES ,90006.0,1.0,,34.0501099,-118.3002332
5078020018,6/25/2019,2019,1,1138 S NORMANDIE AVE,LOS ANGELES ,90006.0,2.0,,34.0497483,-118.299688
5078020019,12/20/2017,2017,1,1134 S NORMANDIE AVE,LOS ANGELES ,90006.0,4.0,,34.0498317,-118.2996862
5078022001,2/12/2024,2024,1,2790 W 11TH ST,LOS ANGELES ,90006.0,2.0,,34.0507599,-118.2973206
5078022003,2/12/2024,2024,1,1107 S KENMORE AVE,LOS ANGELES ,90006.0,2.0,,34.0506147,-118.2971468
5078022004,1/2/2024,2024,1,1111 S KENMORE AVE,LOS ANGELES ,90006.0,2.0,,34.0505,-118.2970964
5078022028,7/9/2018,2018,1,1100 S FEDORA ST,LOS ANGELES ,90006.0,3.0,,34.0545083,-118.2977231
5078031011,7/16/2019,2019,1,1243 S CATALINA ST,LOS ANGELES ,90006.0,2.0,,34.0478441,-118.2949808
5078033013,11/6/2023,2023,1,1242 S FEDORA ST,LOS ANGELES ,90006.0,2.0,,34.0545083,-118.2977231
5078035018,7/19/2021,2021,1,1238 S NORMANDIE AVE,LOS ANGELES ,90006.0,3.0,,34.0478996,-118.2997319
5078035020,7/19/2021,2021,1,1228 S NORMANDIE AVE,LOS ANGELES ,90006.0,2.0,,34.0481663,-118.2997428
5080009026,12/30/2013,2013,10,1061 S OXFORD AVE,Los Angeles ,90006.0,3.0,9.0,34.0510244,-118.3076015
5080012011,6/20/2016,2016,10,3063 W PICO BLVD,LOS ANGELES ,90006.0,6.0,51.0,34.0474427,-118.3080687
5080013018,7/2/2020,2020,10,1110 S OXFORD AVE,LOS ANGELES ,90006.0,2.0,,34.0504639,-118.3070691
5080013019,7/2/2020,2020,10,1116 S OXFORD AVE,LOS ANGELES ,90006.0,2.0,,34.0502865,-118.3072046
5080013020,8/4/2020,2020,10,1118 S OXFORD AVE,LOS ANGELES ,90006.0,2.0,,34.0501762,-118.3071952
5080013021,8/4/2020,2020,10,1124 S OXFORD AVE,LOS ANGELES ,90006.0,2.0,,34.05004419999999,-118.3071747
5080014003,9/24/2015,2015,10,1053 S SERRANO AVE,LOS ANGELES ,90006.0,3.0,20.0,34.0511238,-118.3065334
5080014024,6/9/2016,2016,10,1054 S OXFORD AVE,LOS ANGELES ,90006.0,2.0,,34.0511242,-118.3070861
5080014025,7/6/2016,2016,10,3127 W 11TH ST,LOS ANGELES ,90006.0,4.0,,34.0509648,-118.3068669
5080016008,8/20/2019,2019,10,3386 W SAN MARINO ST,LOS ANGELES ,90006.0,4.0,,34.0542873,-118.3059046
5080016009,8/20/2019,2019,10,3390 W SAN MARINO ST,LOS ANGELES ,90006.0,10.0,,34.0542537,-118.3061222
5080017004,3/4/2016,2016,10,1043 S HOBART BLVD,LOS ANGELES ,90006.0,2.0,28.0,34.0513935,-118.3055187
5080017009,9/5/2018,2018,10,1015 S HOBART BLVD,LOS ANGELES ,90006.0,3.0,252.0,34.052136,-118.3054776
5080017016,11/27/2023,2023,10,1028 S SERRANO AVE,LOS ANGELES ,90006.0,3.0,,34.05179469999999,-118.3060223
5080018055,12/10/2019,2019,10,1120 S SERRANO AVE,LOS ANGELES ,90006.0,3.0,,34.0502069,-118.3060253
5080021017,4/24/2015,2015,10,1115 S HARVARD BLVD,LOS ANGELES ,90006.0,2.0,,34.050345,-118.3044766
5080021027,11/6/2007,2007,10,1101 S HARVARD BLVD,Los Angeles ,90006.0,7.0,,34.0507589,-118.3043885
5080021071,3/20/2019,2019,10,1100 S HOBART BLVD,LOS ANGELES ,90006.0,7.0,,34.0506569,-118.3047758
5080022014,4/10/2019,2019,10,1012 S HOBART BLVD,LOS ANGELES ,90006.0,2.0,,34.0522185,-118.3049823
5080026006,12/12/2018,2018,10,1127 S KINGSLEY DR,LOS ANGELES ,90006.0,2.0,,34.0499857,-118.3033259
5080027007,2/15/2018,2018,10,1229 S KINGSLEY DR,LOS ANGELES ,90006.0,2.0,,34.0481539,-118.3034294
5080029012,12/17/2021,2021,10,1151 S ARDMORE AVE,LOS ANGELES ,90006.0,3.0,,34.04936,-118.30224
5080030003,1/14/2015,2015,10,1015 S ARDMORE AVE,LOS ANGELES ,90006.0,10.0,0.0,34.0521488,-118.3023795
5080030004,1/14/2015,2015,10,1021 S ARDMORE AVE,LOS ANGELES ,90006.0,8.0,0.0,34.0519588,-118.3023785
5080030005,1/14/2015,2015,10,1029 S ARDMORE AVE,LOS ANGELES ,90006.0,4.0,,34.0518025,-118.302238
