Address,Zip Code,CD#,Year of Covenant,Affordable Units,Total Units,% of Affordable,Rec Year,Entitlement,Zip,C of O,Extremely Low (AMI 30%),"Very, Very Low (45%)",Very Low (AMI 50%),Low (AMI 50%-80%),Moderate (AMI 120%),Workforce (AMI 150%),Types of Density Bonus/Discretionary/Specific Plan,source,Cleaned_Address,LAT,LONG
220 S. Poinsettia Pl.,90036.0,5.0,2022,1.0,8,0.125,2022,UDU,90036,2024-04-22 00:00:00,,,,,1.0,,UDU,deduplicated_matched,220 S. Poinsettia Pl.,34.070306,-118.3484672
1426 N. Fairfax Ave.,90046.0,13.0,2022,1.0,10,0.1,2022,UDU,90046,,,,,1.0,,,UDU,deduplicated_matched,1426 N. Fairfax Ave.,34.0971065,-118.3611949
6815 W. Lexington Ave.,90038.0,13.0,2022,1.0,5,0.2,2022,UDU,90038,,,,,,1.0,,UDU,deduplicated_matched,6815 W. Lexington Ave.,34.1516759,-118.2631361
1340 S. Hill St.,90015.0,14.0,2022,59.0,235,0.251063829787234,2022,Other/Discretionary,90015,,,,12.0,,,47.0,Greater Downtown Housing Incentive; Zone Variance,deduplicated_matched,1340 S. Hill St.,34.0364377,-118.2626684
200 W. Mesnager St.,90012.0,1.0,2022,7.0,280,0.025,2022,Other/Discretionary,90012,,,,,7.0,,,Cornfield Arroyo Seco Specific Plan (CASP); Floor Area Bonus,deduplicated_matched,200 W. Mesnager St.,34.068204,-118.2288028
15418 W. Bermuda St.,91345.0,7.0,2022,7.0,52,0.1346153846153846,2022,Other/Discretionary,91345,,3.0,,4.0,,,,JJJ,deduplicated_matched,15418 W. Bermuda St.,34.26737,-118.46852
1457 N. Main St.,90012.0,1.0,2022,9.0,244,0.0368852459016393,2022,Other/Discretionary,90012,,9.0,,,,,,CASP (Specific Plan Exemption),deduplicated_matched,1457 N. Main St.,34.0657657,-118.2302763
6501 S. Broadway,90003.0,9.0,2022,50.0,50,1.0,2022,Other/Discretionary,90003,2024-07-19 00:00:00,,,,39.0,11.0,,"AB 1763, AB 2345",deduplicated_matched,6501 S. Broadway,33.9803414,-118.2786934
1100 S. Main St.,90015.0,14.0,2022,42.0,379,0.1108179419525065,2022,Other/Discretionary,90015,,,,,,42.0,,"General Plan Amendment; Vesting Zone Change and height District Change; Open Space, and Site Plan Review",deduplicated_matched,1100 S. Main St.,34.0388272,-118.2579975
1080 S. Vermont Ave.,90006.0,1.0,2022,12.0,228,0.0526315789473684,2022,Other/Discretionary,90006,,,,,,12.0,,Master Conditional use; Site Plan review,deduplicated_matched,1080 S. Vermont Ave.,34.0510474,-118.2912682
525 S. Santa Fe Ave.,90013.0,14.0,2022,29.0,475,0.0610526315789473,2022,Other/Discretionary,90013,,,,,,29.0,,General Plan Amendment; Vesting Zone Change and height District Change; Zoning Administrator's Determination; Site Plan Review,deduplicated_matched,525 S. Santa Fe Ave.,34.040889,-118.232189
300 W. 73rd St.,90003.0,9.0,2022,44.0,45,0.9777777777777776,2022,Other/Discretionary,90003,,,,,35.0,9.0,,AB 1763; AB 2345; Unlimited increase in density; no minimum parking ratio,deduplicated_matched,300 W. 73rd St.,33.9737195,-118.2783177
10400 S. San Pedro St.,90003.0,8.0,2022,46.0,47,0.9787234042553192,2022,Other/Discretionary,90003,,,,,36.0,10.0,,AB 1763,deduplicated_matched,10400 S. San Pedro St.,33.9417944,-118.2692215
2554 S. Genesee Ave.,90016.0,10.0,2022,10.0,65,0.1538461538461538,2022,Other/Discretionary,90016,,,,10.0,,,,Conditional Use Permit for a 70% increase in density; 2 Waivers of Development Standards,deduplicated_matched,2554 S. Genesee Ave.,34.0328969,-118.3697431
10915 W. Strathmore Dr.,90024.0,5.0,2022,5.0,37,0.1351351351351351,2022,Other/Discretionary,90024,,,,5.0,,,,DB,deduplicated_matched,10915 W. Strathmore Dr.,34.0682839,-118.4494709
2444 S. Barry Ave.,90064.0,11.0,2022,60.0,61,0.9836065573770492,2022,DB,90064,2024-03-15 00:00:00,34.0,,,26.0,,,ministerial review of a DB compliance review,deduplicated_matched,2444 S. Barry Ave.,34.0149609,-118.4320585
2471 S. Lincoln Blvd.,90291.0,11.0,2022,39.0,40,0.975,2022,DB,90291,2024-11-21 00:00:00,,,,39.0,,,100% increase in density,deduplicated_matched,2471 S. Lincoln Blvd.,33.9927979,-118.4505585
6658 W. Franklin Ave.,90028.0,4.0,2022,10.0,64,0.15625,2022,DB,90028,,,,10.0,,,,,deduplicated_matched,6658 W. Franklin Ave.,34.1464892,-118.3446051
8767 N. Parthenia Pl.,91343.0,6.0,2022,77.0,77,1.0,2022,DB,91343,,,,77.0,,,,AB 2162; DB,deduplicated_matched,8767 N. Parthenia Pl.,34.2292897,-118.4666503
1021 N. Vermont Ave.,90029.0,13.0,2022,185.0,187,0.9893048128342246,2022,TOC,90029,,94.0,,91.0,,,,AB 2162; AB 1763; TOC Tier 4,deduplicated_matched,1021 N. Vermont Ave.,34.0900899,-118.29204
2106 S. Central Ave.,90011.0,9.0,2022,56.0,57,0.9824561403508772,2022,TOC,90011,,56.0,,,,,,TOC Tier 4,deduplicated_matched,2106 S. Central Ave.,34.02211,-118.25248
2751 W. Francis Ave.,90005.0,1.0,2022,63.0,64,0.984375,2022,TOC,90005,,1.0,,3.0,59.0,,,TOC Tier 4,deduplicated_matched,2751 W. Francis Ave.,34.0570522,-118.285595
4507 S. Main St.,90037.0,9.0,2022,60.0,61,0.9836065573770492,2022,TOC,90037,,2.0,,1.0,57.0,,,TOC Tier 3,deduplicated_matched,4507 S. Main St.,34.0025633,-118.2743553
1623 W. Manchester Ave.,90047.0,8.0,2022,49.0,50,0.98,2022,TOC,90047,,,,,49.0,,,TOC Tier 2,deduplicated_matched,1623 W. Manchester Ave.,33.96016,-118.30552
1432 W. Miramar St.,90026.0,1.0,2022,93.0,94,0.9893617021276596,2022,TOC,90026,,5.0,,4.0,84.0,,,TOC Tier 4,deduplicated_matched,1432 W. Miramar St.,34.0596669,-118.2619977
715 N. Alvarado St.,90026.0,13.0,2022,80.0,81,0.9876543209876544,2022,TOC,90026,,,,,80.0,,,TOC Tier 3,deduplicated_matched,715 N. Alvarado St.,34.07419,-118.26573
8547 N. Sepulveda Blvd.,91343.0,5.0,2022,53.0,54,0.9814814814814816,2022,Other/Discretionary,91343,2024-08-20 00:00:00,3.0,,50.0,,,,Vesting Zone Change,deduplicated_matched,8547 N. Sepulveda Blvd.,34.2066451,-118.4659667
1355 N. Avalon Blvd.,90744.0,15.0,2022,53.0,54,0.9814814814814816,2022,Other/Discretionary,90744,,,,,53.0,,,QPSH,deduplicated_matched,1355 N. Avalon Blvd.,33.7900997,-118.2635412
319 N. Beacon St.,90731.0,15.0,2022,88.0,89,0.9887640449438202,2022,Other/Discretionary,90731,2024-03-26 00:00:00,,,,88.0,,,QPSH; unlimited density; reduction in parking,deduplicated_matched,319 N. Beacon St.,33.745503,-118.2808105
318 N. Juanita Ave.,90004.0,13.0,2022,52.0,53,0.981132075471698,2022,Other/Discretionary,90004,,5.0,,6.0,41.0,,,General Plan Amendment; Site Plan Review; Specific Plan Amendment; Zone Change; 3 Developer's Incentives,deduplicated_matched,318 N. Juanita Ave.,34.0770089,-118.2901389
316 N. Juanita Ave.,90004.0,13.0,2022,51.0,52,0.9807692307692308,2022,Other/Discretionary,90004,,5.0,,6.0,40.0,,,General Plan Amendment; Site Plan Review; Specific Plan Amendment; Zone Change; 3 Developer's Incentives,deduplicated_matched,316 N. Juanita Ave.,34.0768619,-118.2901409
320 N. Juanita Ave.,90004.0,13.0,2022,71.0,72,0.9861111111111112,2022,Other/Discretionary,90004,,8.0,,9.0,54.0,,,General Plan Amendment; Site Plan Review; Specific Plan Amendment; Zone Change; 3 Developer's Incentives,deduplicated_matched,320 N. Juanita Ave.,34.0771989,-118.2894291
3552 E. Whittier Blvd.,90023.0,14.0,2022,63.0,64,0.984375,2022,Other/Discretionary,90023,2024-12-12 00:00:00,63.0,,,,,,"QPSH 39% DB, AB 2162",deduplicated_matched,3552 E. Whittier Blvd.,34.025874,-118.196961
1351 E. 41st St.,90011.0,9.0,2022,126.0,127,0.9921259842519684,2022,Other/Discretionary,90011,,7.0,,14.0,105.0,,,General Plan Amendment; Site Plan Review; Zone Change,deduplicated_matched,1351 E. 41st St.,34.009278,-118.250201
4706 S. Centinela Ave.,90066.0,11.0,2021,2.0,18,0.1111111111111111,2021,DB,90066,,,,2.0,,,,,deduplicated_matched,4706 S. Centinela Ave.,33.9904403,-118.4196934
1800 W. Beverly Blvd.,90057.0,1.0,2021,21.0,243,0.0864197530864197,2021,DB,90057,,,,21.0,,,,,deduplicated_matched,1800 W. Beverly Blvd.,34.0201577,-118.1183566
696 S. New Hampshire Ave.,90005.0,10.0,2021,37.0,375,0.0986666666666666,2021,DB,90005,2024-03-18 00:00:00,,,37.0,,,,Part of a Master Project related to ZA_2016-1413-VCU-CUB-DB-SPR,deduplicated_matched,696 S. New Hampshire Ave.,34.06006,-118.29274
4242 S. Crenshaw Blvd.,90008.0,10.0,2021,14.0,124,0.1129032258064516,2021,DB,90008,,,,14.0,,,,,deduplicated_matched,4242 S. Crenshaw Blvd.,34.0069281,-118.3346077
145 N. Edinburgh Ave.,90048.0,5.0,2021,8.0,58,0.1379310344827586,2021,DB,90048,,,,6.0,,2.0,,Conditional Use allowing 10% over max 35% DB,deduplicated_matched,145 N. Edinburgh Ave.,34.0754872,-118.3639947
10555 W. Bloomfield St.,91602.0,2.0,2021,11.0,57,0.1929824561403508,2021,DB,91602,2023-09-21 00:00:00,5.0,,1.0,,,,Linkage Fee Exemption,deduplicated_matched,10555 W. Bloomfield St.,34.1497305,-118.3611603
3710 W. Don Felipe Dr.,90008.0,8.0,2021,6.0,64,0.09375,2021,DB,90008,,6.0,,,,,,,deduplicated_matched,3710 W. Don Felipe Dr.,34.006089,-118.339492
4225 S. Broadway Ave.,90037.0,9.0,2021,87.0,87,1.0,2021,DB,90037,,,,,87.0,,,,deduplicated_matched,4225 S. Broadway Ave.,34.0065933,-118.2786556
2683 W. San Marino St.,90006.0,1.0,2021,2.0,23,0.0869565217391304,2021,DB,90006,,,,2.0,,,,,deduplicated_matched,2683 W. San Marino St.,34.0552429,-118.28635
942 N. Broadway,90012.0,1.0,2021,9.0,178,0.0505617977528089,2021,DB,90012,,,,9.0,,,,,deduplicated_matched,942 N. Broadway,34.0651371,-118.2365574
13716 W. Victory Blvd.,91401.0,2.0,2021,4.0,32,0.125,2021,DB,91401,,,,4.0,,,,4 Waivers of Development Standards,deduplicated_matched,13716 W. Victory Blvd.,34.1864751,-118.4676387
5308 N. Auckland Ave.,91601.0,2.0,2021,4.0,14,0.2857142857142857,2021,DB,91601,,,,3.0,1.0,,,,deduplicated_matched,5308 N. Auckland Ave.,34.1669803,-118.3602725
9900 W. Venice Blvd,90232.0,5.0,2021,6.0,54,0.1111111111111111,2021,DB,90232,,,,6.0,,,,,deduplicated_matched,9900 W. Venice Blvd,34.0451134,-118.3521542
6220 W. Selma Ave.,90028.0,13.0,2021,20.0,276,0.072463768115942,2021,DB,90028,,,,13.0,,7.0,,,deduplicated_matched,6220 W. Selma Ave.,34.0994969,-118.3245035
5120 N. Cahuenga Blvd.,91601.0,2.0,2021,1.0,7,0.1428571428571428,2021,DB,91601,2023-04-21 00:00:00,,,1.0,,,,,deduplicated_matched,5120 N. Cahuenga Blvd.,34.0961981,-118.3295144
20247 W. Saticoy St.,91306.0,3.0,2021,4.0,43,0.0930232558139534,2021,DB,91306,,,,,4.0,,,,deduplicated_matched,20247 W. Saticoy St.,34.2081947,-118.5774402
7510 N. Sepulveda Blvd.,91405.0,5.0,2021,2.0,17,0.1176470588235294,2021,DB,91405,,,,,2.0,,,,deduplicated_matched,7510 N. Sepulveda Blvd.,34.1281642,-118.4801929
12140 W. Hart St.,91605.0,2.0,2021,1.0,12,0.0833333333333333,2021,DB,91605,,,,1.0,,,,,deduplicated_matched,12140 W. Hart St.,34.1973247,-118.398071
11568 W. Pico Blvd.,90064.0,11.0,2021,3.0,30,0.1,2021,DB,90064,,,,3.0,,,,,deduplicated_matched,11568 W. Pico Blvd.,34.0325232,-118.4432356
5814 W. La Mirada Ave.,90038.0,13.0,2021,1.0,13,0.0769230769230769,2021,DB,90038,,,,1.0,,,,,deduplicated_matched,5814 W. La Mirada Ave.,34.0935455,-118.3162733
13853 W. Victory Blvd.,91401.0,2.0,2021,4.0,24,0.1666666666666666,2021,DB,91401,,,,,4.0,,,,deduplicated_matched,13853 W. Victory Blvd.,34.1864751,-118.4676387
1222 N. Beachwood Dr.,90038.0,13.0,2021,3.0,11,0.2727272727272727,2021,DB,90038,,1.0,,2.0,,,,,deduplicated_matched,1222 N. Beachwood Dr.,34.0932781,-118.3208966
8218 N. Sepulveda Pl.,91402.0,6.0,2021,3.0,26,0.1153846153846153,2021,DB,91402,,,,3.0,,,,,deduplicated_matched,8218 N. Sepulveda Pl.,34.206636,-118.4659667
4818 N. Sepulveda Blvd.,91403.0,5.0,2021,4.0,36,0.1111111111111111,2021,DB,91403,2024-04-30 00:00:00,,,3.0,1.0,,,,deduplicated_matched,4818 N. Sepulveda Blvd.,34.1281642,-118.4801929
10310 W. Santa Monica Blvd.,90025.0,5.0,2021,11.0,91,0.1208791208791208,2021,DB,90025,,,,11.0,,,,,deduplicated_matched,10310 W. Santa Monica Blvd.,34.0584385,-118.422047
1530 S. Hayworth Ave.,90035.0,10.0,2021,1.0,12,0.0833333333333333,2021,DB,90035,,,,1.0,,,,,deduplicated_matched,1530 S. Hayworth Ave.,34.0489438,-118.3679809
1134 S. Harvard Blvd.,90006.0,10.0,2021,2.0,11,0.1818181818181818,2021,DB,90006,,,,,2.0,,,,deduplicated_matched,1134 S. Harvard Blvd.,34.0498288,-118.3039433
3610 W. Stocker St.,90008.0,8.0,2021,6.0,64,0.09375,2021,DB,90008,,6.0,,,,,,,deduplicated_matched,3610 W. Stocker St.,34.1634934,-118.2626433
11675 W. Oxnard St.,91606.0,2.0,2021,2.0,9,0.2222222222222222,2021,DB,91606,,,,1.0,1.0,,,,deduplicated_matched,11675 W. Oxnard St.,34.1803252,-118.5058382
2261 W. 14th St.,90006.0,1.0,2021,2.0,25,0.08,2021,DB,90006,,,,2.0,,,,,deduplicated_matched,2261 W. 14th St.,34.0464566,-118.2882896
12136 W. Vanowen St.,91606.0,2.0,2021,2.0,9,0.2222222222222222,2021,DB,91606,,,,1.0,1.0,,,,deduplicated_matched,12136 W. Vanowen St.,34.1937027,-118.3978358
11600 W. National Blvd.,90064.0,11.0,2021,2.0,15,0.1333333333333333,2021,DB,90064,,,,2.0,,,,,deduplicated_matched,11600 W. National Blvd.,34.0233969,-118.4366536
14824 W. Delano St.,91411.0,6.0,2021,2.0,2,1.0,2021,DB,91411,,,,1.0,1.0,,,,deduplicated_matched,14824 W. Delano St.,34.1824689,-118.4565181
2304 S. Ridgeley Dr.,90016.0,10.0,2021,1.0,10,0.1,2021,DB,90016,,,,1.0,,,,,deduplicated_matched,2304 S. Ridgeley Dr.,34.0359421,-118.3600703
10824 W. Blix St.,91602.0,2.0,2021,3.0,23,0.1304347826086956,2021,DB,91602,,,,3.0,,,,,deduplicated_matched,10824 W. Blix St.,34.1563801,-118.3667701
3001 W. Beverly Blvd.,90057.0,13.0,2021,4.0,46,0.0869565217391304,2021,TOC,90057,2024-02-07 00:00:00,4.0,,,,,,TOC Tier 1,deduplicated_matched,3001 W. Beverly Blvd.,34.0229817,-118.1354463
731 N. Fairfax Ave.,90036.0,5.0,2021,4.0,43,0.0930232558139534,2021,TOC,90036,2024-03-01 00:00:00,4.0,,,,,,TOC Tier 2,deduplicated_matched,731 N. Fairfax Ave.,34.0847399,-118.3620107
1426 N. Fuller Ave.,90046.0,13.0,2021,2.0,15,0.1333333333333333,2021,TOC,90046,,2.0,,,,,,TOC Tier 1,deduplicated_matched,1426 N. Fuller Ave.,34.0967762,-118.3490712
4643 W. Maubert Ave.,90027.0,13.0,2021,17.0,153,0.1111111111111111,2021,TOC,90027,,17.0,,,,,,TOC Tier 4,deduplicated_matched,4643 W. Maubert Ave.,34.099261,-118.29076
8922 S. Reading Ave.,90045.0,11.0,2021,6.0,30,0.2,2021,TOC,90045,,3.0,,2.0,1.0,,,TOC Tier 3,deduplicated_matched,8922 S. Reading Ave.,33.9558569,-118.3812789
3773 S. Glendon Ave.,90034.0,5.0,2021,9.0,85,0.1058823529411764,2021,TOC,90034,,9.0,,,,,,TOC Tier 3,deduplicated_matched,3773 S. Glendon Ave.,34.0182022,-118.4095015
1818 S. Norton Ave.,90028.0,10.0,2021,3.0,31,0.0967741935483871,2021,TOC,90028,,3.0,,,,,,TOC Tier 2; Community Plan Implementation Overlay Adjustment,deduplicated_matched,1818 S. Norton Ave.,34.0403021,-118.3268358
200 N. Vermont Ave.,90004.0,13.0,2021,49.0,490,0.1,2021,TOC,90004,,49.0,,,,,,TOC Tier 3,deduplicated_matched,200 N. Vermont Ave.,34.0752831,-118.291479
10400 W. Santa Monica Blvd.,90025.0,5.0,2021,12.0,120,0.1,2021,TOC,90025,,12.0,,,,,,TOC Tier 3,deduplicated_matched,10400 W. Santa Monica Blvd.,34.05702,-118.42411
1275 W. Sunset Blvd.,90026.0,1.0,2021,6.0,75,0.08,2021,TOC,90026,,6.0,,,,,,TOC Tier 1,deduplicated_matched,1275 W. Sunset Blvd.,34.0705171,-118.250296
4512 S. Vermont Ave.,90037.0,9.0,2021,14.0,14,1.0,2021,TOC,90037,,,,,14.0,,,TOC Tier 3,deduplicated_matched,4512 S. Vermont Ave.,34.0021315,-118.2912413
1600 E. Venice Blvd.,90291.0,11.0,2021,7.0,77,0.0909090909090909,2021,TOC,90291,,7.0,,,,,,TOC Tier 2,deduplicated_matched,1600 E. Venice Blvd.,33.9965832,-118.4469537
154 S. Occidental Blvd.,90057.0,13.0,2021,3.0,36,0.0833333333333333,2021,TOC,90057,,3.0,,,,,,TOC Tier 1,deduplicated_matched,154 S. Occidental Blvd.,34.0693725,-118.2807224
1047 S. Fedora St.,90006.0,10.0,2021,5.0,50,0.1,2021,TOC,90006,,5.0,,,,,,TOC Tier 3,deduplicated_matched,1047 S. Fedora St.,34.0546991,-118.2979644
1303 S. Orange Grove Ave.,90019.0,10.0,2021,4.0,32,0.125,2021,TOC,90019,,4.0,,,,,,TOC Tier 3,deduplicated_matched,1303 S. Orange Grove Ave.,34.0530796,-118.3652601
10501 S. Wilmington Ave.,90002.0,15.0,2021,26.0,26,1.0,2021,TOC,90002,,,,,26.0,,,TOC Tier 4,deduplicated_matched,10501 S. Wilmington Ave.,33.9405357,-118.239343
3801 S. San Pedro St.,90011.0,9.0,2021,47.0,47,1.0,2021,TOC,90011,,,,,47.0,,,TOC Tier 2,deduplicated_matched,3801 S. San Pedro St.,34.0118396,-118.2677253
11001 W. Pico Blvd.,90064.0,5.0,2021,9.0,89,0.1011235955056179,2021,TOC,90064,,9.0,,,,,,TOC Tier 3,deduplicated_matched,11001 W. Pico Blvd.,34.0383408,-118.4327621
7415 S. Main St.,90003.0,9.0,2021,17.0,17,1.0,2021,TOC,90003,,2.0,,,15.0,,,TOC Tier 3,deduplicated_matched,7415 S. Main St.,33.9722468,-118.2741929
3279 W. San Marino St.,90006.0,10.0,2021,3.0,30,0.1,2021,TOC,90006,,3.0,,,,,,TOC Tier 3,deduplicated_matched,3279 W. San Marino St.,34.0546706,-118.3024465
1126 N. Cornwell St.,90033.0,14.0,2021,3.0,31,0.0967741935483871,2021,TOC,90033,2024-05-28 00:00:00,3.0,,,,,,TOC Tier 2,deduplicated_matched,1126 N. Cornwell St.,34.0562371,-118.2043458
7650 N. Van Nuys Blvd.,91405.0,2.0,2021,13.0,124,0.1048387096774193,2021,TOC,91405,2024-12-18 00:00:00,13.0,,,,,,TOC Tier 3,deduplicated_matched,7650 N. Van Nuys Blvd.,34.2120075,-118.4491617
401 S. Western Ave.,90020.0,10.0,2021,9.0,73,0.1232876712328767,2021,TOC,90020,,,,9.0,,,,TOC Tier 2; Site Plan Review,deduplicated_matched,401 S. Western Ave.,34.0670243,-118.3092232
1148 N. Berendo St.,90029.0,13.0,2021,1.0,8,0.125,2021,TOC,90029,,1.0,,,,,,TOC Tier 4,deduplicated_matched,1148 N. Berendo St.,34.0923143,-118.2936146
1144 W. Florence Ave.,90044.0,8.0,2021,15.0,15,1.0,2021,TOC,90044,,,,,15.0,,,TOC Tier 3,deduplicated_matched,1144 W. Florence Ave.,33.9742632,-118.2953797
509 N. Douglas St.,90026.0,1.0,2021,12.0,12,1.0,2021,TOC,90026,,2.0,,,10.0,,,TOC Tier 3,deduplicated_matched,509 N. Douglas St.,33.9205976,-118.3832404
900 N. Ardmore Ave.,90029.0,13.0,2021,4.0,33,0.1212121212121212,2021,TOC,90029,,2.0,,2.0,,,,TOC Tier 1,deduplicated_matched,900 N. Ardmore Ave.,34.0863995,-118.3016386
14728 W. Friar St.,91411.0,6.0,2021,2.0,12,0.1666666666666666,2021,TOC,91411,,,,2.0,,,,TOC Tier 3,deduplicated_matched,14728 W. Friar St.,34.1854446,-118.4540995
5869 S. West Blvd.,90043.0,8.0,2021,31.0,31,1.0,2021,TOC,90043,,8.0,,,23.0,,,TOC Tier 3,deduplicated_matched,5869 S. West Blvd.,33.9333647,-118.2885497
2821 W. San Marino St.,90006.0,1.0,2021,3.0,29,0.1034482758620689,2021,TOC,90006,,3.0,,,,,,TOC Tier 3,deduplicated_matched,2821 W. San Marino St.,34.055204,-118.2897959
2801 W. Leeward Ave.,90005.0,1.0,2021,4.0,38,0.1052631578947368,2021,TOC,90005,,4.0,,,,,,TOC Tier 3,deduplicated_matched,2801 W. Leeward Ave.,34.05887,-118.28437
904 S. New Hampshire Ave.,90006.0,10.0,2021,10.0,63,0.1587301587301587,2021,TOC,90006,,7.0,,,3.0,,,TOC Tier 3,deduplicated_matched,904 S. New Hampshire Ave.,34.0557342,-118.2925321
8728 S. Reading Ave.,90045.0,11.0,2021,3.0,24,0.125,2021,TOC,90045,,3.0,,,,,,TOC Tier 3,deduplicated_matched,8728 S. Reading Ave.,33.9592252,-118.3814308
11470 W. Collins St.,91601.0,2.0,2021,3.0,17,0.1764705882352941,2021,TOC,91601,,2.0,,1.0,,,,TOC Tier 3,deduplicated_matched,11470 W. Collins St.,34.1737456,-118.3814967
1656 S. Sawtelle Blvd.,90025.0,11.0,2021,4.0,33,0.1212121212121212,2021,TOC,90025,,4.0,,,,,,TOC Tier 3,deduplicated_matched,1656 S. Sawtelle Blvd.,34.0458462,-118.4474586
850 W. 42nd St.,90037.0,9.0,2021,17.0,17,1.0,2021,TOC,90037,,1.0,,1.0,15.0,,,TOC Tier 4,deduplicated_matched,850 W. 42nd St.,34.0072111,-118.2891246
424 W. 9th St.,90731.0,14.0,2021,6.0,56,0.1071428571428571,2021,TOC,90731,,6.0,,,,,,TOC Tier 3,deduplicated_matched,424 W. 9th St.,34.043971,-118.259048
443 E. Vernon Ave.,90011.0,9.0,2021,13.0,13,1.0,2021,TOC,90011,2024-02-06 00:00:00,,,2.0,11.0,,,TOC Tier 3,deduplicated_matched,443 E. Vernon Ave.,34.0041447,-118.2681907
630 N. Oxford Ave.,90004.0,13.0,2021,3.0,28,0.1071428571428571,2021,TOC,90004,"03/22/22, (05/31/22 corrected)",3.0,,,,,,TOC Tier 3,deduplicated_matched,630 N. Oxford Ave.,34.0825635,-118.3080071
5633 N. Farmdale Ave.,91601.0,2.0,2021,5.0,26,0.1923076923076923,2021,TOC,91601,,3.0,,1.0,1.0,,,TOC Tier 3,deduplicated_matched,5633 N. Farmdale Ave.,34.1731651,-118.3813765
10939 W. Ohio Ave.,90024.0,5.0,2021,3.0,18,0.1666666666666666,2021,TOC,90024,,1.0,,2.0,,,,TOC Tier 3,deduplicated_matched,10939 W. Ohio Ave.,34.041009,-118.4623508
5154 S. Crenshaw Blvd.,90043.0,8.0,2021,8.0,79,0.1012658227848101,2021,TOC,90043,,8.0,,,,,,TOC Tier 3,deduplicated_matched,5154 S. Crenshaw Blvd.,33.9963559,-118.3309759
937 E. 25th St.,90011.0,9.0,2021,17.0,17,1.0,2021,TOC,90011,2023-08-07 00:00:00,,,,17.0,,,TOC Tier 3,deduplicated_matched,937 E. 25th St.,34.020472,-118.2555656
3301 S. Canfield Ave.,90034.0,5.0,2021,5.0,50,0.1,2021,TOC,90034,"6/24/2024, 11/6/24 (additional ADUs)",5.0,,,,,,TOC Tier 3,deduplicated_matched,3301 S. Canfield Ave.,34.0311143,-118.3949829
222 N. Alvarado St.,90026.0,13.0,2021,6.0,60,0.1,2021,TOC,90026,,6.0,,,,,,TOC Tier 2,deduplicated_matched,222 N. Alvarado St.,34.0682684,-118.269073
166 N. Douglas St.,90026.0,1.0,2021,4.0,39,0.1025641025641025,2021,TOC,90026,,4.0,,,,,,TOC Tier 1,deduplicated_matched,166 N. Douglas St.,33.9328014,-118.3831986
1010 E. 25th St.,90011.0,9.0,2021,30.0,31,0.967741935483871,2021,TOC,90011,2024-10-22 00:00:00,,,5.0,25.0,,,TOC Tier 4,deduplicated_matched,1010 E. 25th St.,34.0198336,-118.2554321
6755 N. Sylmar Ave.,91405.0,6.0,2021,5.0,45,0.1111111111111111,2021,TOC,91405,,5.0,,,,,,TOC Tier 4,deduplicated_matched,6755 N. Sylmar Ave.,34.193792,-118.4468091
818 N. Alta Vista Blvd.,90046.0,5.0,2021,2.0,20,0.1,2021,TOC,90046,,2.0,,,,,,TOC Tier 1,deduplicated_matched,818 N. Alta Vista Blvd.,34.0857582,-118.3470859
831 S. Westlake Ave.,90057.0,1.0,2021,12.0,79,0.1518987341772152,2021,TOC,90057,,6.0,,6.0,,,,TOC Tier 3,deduplicated_matched,831 S. Westlake Ave.,34.0536421,-118.2774905
861 S. Gramercy Pl.,90005.0,5.0,2021,4.0,33,0.1212121212121212,2021,TOC,90005,,4.0,,,,,,TOC Tier 3,deduplicated_matched,861 S. Gramercy Pl.,34.0563391,-118.3133343
214 S. Rampart Blvd.,90057.0,13.0,2021,2.0,24,0.0833333333333333,2021,TOC,90057,,2.0,,,,,,TOC Tier 1,deduplicated_matched,214 S. Rampart Blvd.,34.0678403,-118.2774437
6406 S. Hoover St.,90044.0,8.0,2021,16.0,16,1.0,2021,TOC,90044,,1.0,,1.0,14.0,,,TOC Tier 2,deduplicated_matched,6406 S. Hoover St.,33.98113050000001,-118.2867742
8716 S. Ramsgate Ave.,90045.0,11.0,2021,6.0,30,0.2,2021,TOC,90045,,3.0,,2.0,1.0,,,TOC Tier 3,deduplicated_matched,8716 S. Ramsgate Ave.,33.9598853,-118.3825589
3526 S. Overland Ave.,90034.0,5.0,2021,3.0,26,0.1153846153846153,2021,TOC,90034,,3.0,,,,,,TOC Tier 2,deduplicated_matched,3526 S. Overland Ave.,34.0242535,-118.4110173
1120 E. 25th St.,90011.0,9.0,2021,20.0,20,1.0,2021,TOC,90011,,2.0,,2.0,16.0,,,TOC Tier 3,deduplicated_matched,1120 E. 25th St.,34.0192747,-118.2538729
950 S. Dewey Ave.,90006.0,10.0,2021,6.0,51,0.1176470588235294,2021,TOC,90006,,6.0,,,,,,TOC Tier 3,deduplicated_matched,950 S. Dewey Ave.,34.0541,-118.29567
1128 W. 37th Dr.,90007.0,8.0,2021,1.0,7,0.1428571428571428,2021,TOC,90007,,1.0,,,,,,TOC Tier 4,deduplicated_matched,1128 W. 37th Dr.,34.0188739,-118.2925649
1225 N. Vermont Ave.,90029.0,13.0,2021,6.0,58,0.1034482758620689,2021,TOC,90029,,6.0,,,,,,TOC Tier 3,deduplicated_matched,1225 N. Vermont Ave.,34.0941175,-118.2920269
